maṇḍala,sūkta,ṛca,paṅktī,index,IAST,Griffith,Devanāgarī,m-s-r,pada pāṭha
4,1,7,a,4-1-7-A,trir asya tā paramā santi satyā spārhā devasya janimāny agneḥ,"Three are those births, the true, the most exalted, eagerly longed-for, of the God, of Agni.",त्रिरस्य ता परमा सन्ति सत्या स्पार्हा देवस्य जनिमान्यग्नेः,4-1-7,triḥ | asya | tā | paramā | santi | satyā | spārhā | devasya | janimāni | agneḥ || anante | antariti | pari-vītaḥ | ā | agāt | śuciḥ | śukraḥ | aryaḥ | rorucānaḥ ||4.1.7||
4,1,7,b,4-1-7-B,anante antaḥ parivīta āgāc chuciḥ śukro aryo rorucānaḥ,"He came invested in the boundless region, pure, radiant, friendly, mightily resplendent.",अनन्ते अन्तः परिवीत आगाच्छुचिः शुक्रो अर्यो रोरुचानः,4-1-7,triḥ | asya | tā | paramā | santi | satyā | spārhā | devasya | janimāni | agneḥ || anante | antariti | pari-vītaḥ | ā | agāt | śuciḥ | śukraḥ | aryaḥ | rorucānaḥ ||4.1.7||
4,1,8,a,4-1-8-A,sa dūto viśved abhi vaṣṭi sadmā hotā hiraṇyaratho raṁsujihvaḥ,"This envoy joyeth in all seats of worship, borne on his golden car, sweet-tongued Invoker:",स दूतो विश्वेदभि वष्टि सद्मा होता हिरण्यरथो रंसुजिह्वः,4-1-8,saḥ | dūtaḥ | viśvā | it | abhi | vaṣṭi | sadma | hotā | hiraṇya-rathaḥ | ram-sujihvaḥ || rohit-aśvaḥ | vapuṣyaḥ | vibhā-vā | sadā | raṇvaḥ | pitumatī-iva | sam-sat ||4.1.8||
4,1,8,b,4-1-8-B,rohidaśvo vapuṣyo vibhāvā sadā raṇvaḥ pitumatīva saṁsat,"Lovely to look on, with red steeds, effulgent, like a feast rich in food, joyous for ever.",रोहिदश्वो वपुष्यो विभावा सदा रण्वः पितुमतीव संसत्,4-1-8,saḥ | dūtaḥ | viśvā | it | abhi | vaṣṭi | sadma | hotā | hiraṇya-rathaḥ | ram-sujihvaḥ || rohit-aśvaḥ | vapuṣyaḥ | vibhā-vā | sadā | raṇvaḥ | pitumatī-iva | sam-sat ||4.1.8||
4,1,9,a,4-1-9-A,sa cetayan manuṣo yajñabandhuḥ pra tam mahyā raśanayā nayanti,"Allied by worship, let him give man knowledge: by an extended cord they lead him onward.",स चेतयन्मनुषो यज्ञबन्धुः प्र तं मह्या रशनया नयन्ति,4-1-9,saḥ | cetayat | manuṣaḥ | yajña-bandhuḥ | pra | tam | mahyā | raśanayā | nayanti || saḥ | kṣeti | asya | duryāsu | sādhan | devaḥ | martasya | sadhani-tvam | āpa ||4.1.9||
4,1,9,b,4-1-9-B,sa kṣety asya duryāsu sādhan devo martasya sadhanitvam āpa,"He stays, effectual in this mortal's dwelling, and the God wins a share in his possessions.",स क्षेत्यस्य दुर्यासु साधन्देवो मर्तस्य सधनित्वमाप,4-1-9,saḥ | cetayat | manuṣaḥ | yajña-bandhuḥ | pra | tam | mahyā | raśanayā | nayanti || saḥ | kṣeti | asya | duryāsu | sādhan | devaḥ | martasya | sadhani-tvam | āpa ||4.1.9||
4,1,10,a,4-1-10-A,sa tū no agnir nayatu prajānann acchā ratnaṁ devabhaktaṁ yad asya,"Let Agni -for he knows the way- conduct us to all that he enjoys of God-sent riches,",स तू नो अग्निर्नयतु प्रजानन्नच्छा रत्नं देवभक्तं यदस्य,4-1-10,saḥ | tu | naḥ | agniḥ | nayatu | pra-jānan | accha | ratnam | deva-bhaktam | yat | asya || dhiyā | yat | viśve | amr̥tāḥ | akr̥ṇvan | dyauḥ | pitā | janitā | satyam | ukṣan ||4.1.10||
4,1,10,b,4-1-10-B,dhiyā yad viśve amṛtā akṛṇvan dyauṣ pitā janitā satyam ukṣan,"What all the Immortals have prepared with wisdom, Dyaus, Sire, Begetter, raining down true blessings.",धिया यद्विश्वे अमृता अकृण्वन्द्यौष्पिता जनिता सत्यमुक्षन्,4-1-10,saḥ | tu | naḥ | agniḥ | nayatu | pra-jānan | accha | ratnam | deva-bhaktam | yat | asya || dhiyā | yat | viśve | amr̥tāḥ | akr̥ṇvan | dyauḥ | pitā | janitā | satyam | ukṣan ||4.1.10||
4,1,11,a,4-1-11-A,sa jāyata prathamaḥ pastyāsu maho budhne rajaso asya yonau,"In houses first he sprang into existence, at great heaven's base, and in this region's bosom;",स जायत प्रथमः पस्त्यासु महो बुध्ने रजसो अस्य योनौ,4-1-11,saḥ | jāyata | prathamaḥ | pastyāsu | mahaḥ | budhne | rajasaḥ | asya | yonau || apāt | aśīrṣā | guhamānaḥ | antā | ā-yoyuvānaḥ | vr̥ṣabhasya | nīḷe ||4.1.11||
4,1,11,b,4-1-11-B,apād aśīrṣā guhamāno antāyoyuvāno vṛṣabhasya nīḻe,"Footless and headless, both his ends concealing, in his Bull's lair drawing himself together.",अपादशीर्षा गुहमानो अन्तायोयुवानो वृषभस्य नीळे,4-1-11,saḥ | jāyata | prathamaḥ | pastyāsu | mahaḥ | budhne | rajasaḥ | asya | yonau || apāt | aśīrṣā | guhamānaḥ | antā | ā-yoyuvānaḥ | vr̥ṣabhasya | nīḷe ||4.1.11||
4,1,12,a,4-1-12-A,pra śardha ārta prathamaṁ vipanyām̐ ṛtasya yonā vṛṣabhasya nīḻe,"Wondrously first he rose aloft, defiant, in the Bull's lair, the homeof holy Order,",प्र शर्ध आर्त प्रथमं विपन्याँ ऋतस्य योना वृषभस्य नीळे,4-1-12,pra | śardhaḥ | ārta | prathamam | vipanyā | r̥tasya | yonā | vr̥ṣabhasya | nīḷe || spārhaḥ | yuvā | vapuṣyaḥ | vibhā-vā | sapta | priyāsaḥ | ajanayanta | vr̥ṣṇe ||4.1.12||
4,1,12,b,4-1-12-B,spārho yuvā vapuṣyo vibhāvā sapta priyāso 'janayanta vṛṣṇe,"Longed-for, young, beautiful, and far-resplendent: and sevendear frieuds sprang up unto the Mighty.",स्पार्हो युवा वपुष्यो विभावा सप्त प्रियासोऽजनयन्त वृष्णे,4-1-12,pra | śardhaḥ | ārta | prathamam | vipanyā | r̥tasya | yonā | vr̥ṣabhasya | nīḷe || spārhaḥ | yuvā | vapuṣyaḥ | vibhā-vā | sapta | priyāsaḥ | ajanayanta | vr̥ṣṇe ||4.1.12||
4,1,13,a,4-1-13-A,asmākam atra pitaro manuṣyā abhi pra sedur ṛtam āśuṣāṇāḥ,"Here did our human fathers take their places, fain to fulfil the sacred Law of worship.",अस्माकमत्र पितरो मनुष्या अभि प्र सेदुरृतमाशुषाणाः,4-1-13,asmākam | atra | pitaraḥ | manuṣyāḥ | abhi | pra | seduḥ | r̥tam | āśuṣāṇāḥ || aśma-vrajāḥ | su-dughāḥ | vavre | antaḥ | ut | usrāḥ | ājan | uṣasaḥ | huvānāḥ ||4.1.13||
4,1,13,b,4-1-13-B,aśmavrajāḥ sudughā vavre antar ud usrā ājann uṣaso huvānāḥ,"Forth drave they, with loud call, Dawn's teeming Milch-kine bid in the mountainstable, in the cavern.",अश्मव्रजाः सुदुघा वव्रे अन्तरुदुस्रा आजन्नुषसो हुवानाः,4-1-13,asmākam | atra | pitaraḥ | manuṣyāḥ | abhi | pra | seduḥ | r̥tam | āśuṣāṇāḥ || aśma-vrajāḥ | su-dughāḥ | vavre | antaḥ | ut | usrāḥ | ājan | uṣasaḥ | huvānāḥ ||4.1.13||
4,1,14,a,4-1-14-A,te marmṛjata dadṛvāṁso adriṁ tad eṣām anye abhito vi vocan,"Splendid were they when they had rent the mountain: others, around, shall tell forth this their exploit.",ते मर्मृजत ददृवांसो अद्रिं तदेषामन्ये अभितो वि वोचन्,4-1-14,te | marmr̥jata | dadr̥-vāṁsaḥ | adrim | tat | eṣām | anye | abhitaḥ | vi | vocan || paśva-yantrāsaḥ | abhi | kāram | arcan | vidanta | jyotiḥ | cakr̥panta | dhībhiḥ ||4.1.14||
4,1,14,b,4-1-14-B,paśvayantrāso abhi kāram arcan vidanta jyotiś cakṛpanta dhībhiḥ,"They sang their song, prepared to free the cattle: they found the light; with holy hymns they worshipped.",पश्वयन्त्रासो अभि कारमर्चन्विदन्त ज्योतिश्चकृपन्त धीभिः,4-1-14,te | marmr̥jata | dadr̥-vāṁsaḥ | adrim | tat | eṣām | anye | abhitaḥ | vi | vocan || paśva-yantrāsaḥ | abhi | kāram | arcan | vidanta | jyotiḥ | cakr̥panta | dhībhiḥ ||4.1.14||
4,1,15,a,4-1-15-A,te gavyatā manasā dṛdhram ubdhaṁ gā yemānam pari ṣantam adrim,"Eager, with thought intent upon the booty, the men with their celestial speech threw open,",ते गव्यता मनसा दृध्रमुब्धं गा येमानं परि षन्तमद्रिम्,4-1-15,te | gavyatā | manasā | dr̥dhram | ubdham | gāḥ | yemānam | pari | santam | adrim || dr̥ḷham | naraḥ | vacasā | daivyena | vrajam | go-mantam | uśijaḥ | vi | vavruriti vavruḥ ||4.1.15||
4,1,15,b,4-1-15-B,dṛḻhaṁ naro vacasā daivyena vrajaṁ gomantam uśijo vi vavruḥ,"The solid mountain firm, compact, enclosing, confining Cows, the stable full of cattle.",दृळ्हं नरो वचसा दैव्येन व्रजं गोमन्तमुशिजो वि वव्रुः,4-1-15,te | gavyatā | manasā | dr̥dhram | ubdham | gāḥ | yemānam | pari | santam | adrim || dr̥ḷham | naraḥ | vacasā | daivyena | vrajam | go-mantam | uśijaḥ | vi | vavruriti vavruḥ ||4.1.15||
4,1,16,a,4-1-16-A,te manvata prathamaṁ nāma dhenos triḥ sapta mātuḥ paramāṇi vindan,The Milch-cow's earliest name they comprehended: they found the Mother's thrice-seven noblest titles.,ते मन्वत प्रथमं नाम धेनोस्त्रिः सप्त मातुः परमाणि विन्दन्,4-1-16,te | manvata | prathamam | nāma | dhenoḥ | triḥ | sapta | mātuḥ | paramāṇi | vindan || tat | jānatīḥ | abhi | anūṣata | vrāḥ | āviḥ | bhuvat | aruṇīḥ | yaśasā | goḥ ||4.1.16||
4,1,16,b,4-1-16-B,taj jānatīr abhy anūṣata vrā āvir bhuvad aruṇīr yaśasā goḥ,"This the bands knew, and sent forth acclamation:with the Bull's sheen the Red One was apparent.",तज्जानतीरभ्यनूषत व्रा आविर्भुवदरुणीर्यशसा गोः,4-1-16,te | manvata | prathamam | nāma | dhenoḥ | triḥ | sapta | mātuḥ | paramāṇi | vindan || tat | jānatīḥ | abhi | anūṣata | vrāḥ | āviḥ | bhuvat | aruṇīḥ | yaśasā | goḥ ||4.1.16||
4,1,17,a,4-1-17-A,neśat tamo dudhitaṁ rocata dyaur ud devyā uṣaso bhānur arta,"The turbid darkness fled, the heaven was sp, endid! up rose the bright beam of celestial Morning.",नेशत्तमो दुधितं रोचत द्यौरुद्देव्या उषसो भानुरर्त,4-1-17,neśat | tamaḥ | dudhitam | rocata | dyauḥ | ut | devyāḥ | uṣasaḥ | bhānuḥ | arta || ā | sūryaḥ | br̥hataḥ | tiṣṭhat | ajrān | r̥ju | marteṣu | vr̥jinā | ca | paśyan ||4.1.17||
4,1,17,b,4-1-17-B,ā sūryo bṛhatas tiṣṭhad ajrām̐ ṛju marteṣu vṛjinā ca paśyan,"Surya ascended to the wide expanses, beholding deeds of men both good and evil.",आ सूर्यो बृहतस्तिष्ठदज्राँ ऋजु मर्तेषु वृजिना च पश्यन्,4-1-17,neśat | tamaḥ | dudhitam | rocata | dyauḥ | ut | devyāḥ | uṣasaḥ | bhānuḥ | arta || ā | sūryaḥ | br̥hataḥ | tiṣṭhat | ajrān | r̥ju | marteṣu | vr̥jinā | ca | paśyan ||4.1.17||
4,1,18,a,4-1-18-A,ād it paścā bubudhānā vy akhyann ād id ratnaṁ dhārayanta dyubhaktam,"Then, afterwards they looked around, awakened, when first they held that Heaven allotted treasure.",आदित्पश्चा बुबुधाना व्यख्यन्नादिद्रत्नं धारयन्त द्युभक्तम्,4-1-18,āt | it | paścā | bubudhānāḥ | vi | akhyan | āt | it | ratnam | dhārayanta | dyu-bhaktam || viśve | viśvāsu | duryāsu | devāḥ | mitra | dhiye | varuṇa | satyam | astu ||4.1.18||
4,1,18,b,4-1-18-B,viśve viśvāsu duryāsu devā mitra dhiye varuṇa satyam astu,"Now all the Gods abide in all their dwellings. Varuna, Mitra, be the prayer effective.",विश्वे विश्वासु दुर्यासु देवा मित्र धिये वरुण सत्यमस्तु,4-1-18,āt | it | paścā | bubudhānāḥ | vi | akhyan | āt | it | ratnam | dhārayanta | dyu-bhaktam || viśve | viśvāsu | duryāsu | devāḥ | mitra | dhiye | varuṇa | satyam | astu ||4.1.18||
4,1,19,a,4-1-19-A,acchā voceya śuśucānam agniṁ hotāraṁ viśvabharasaṁ yajiṣṭham,"I will call hither brightly-beaming Agni, the Herald, all-supporting, best at worship.",अच्छा वोचेय शुशुचानमग्निं होतारं विश्वभरसं यजिष्ठम्,4-1-19,accha | voceya | śuśucānam | agnim | hotāram | viśva-bharasam | yajiṣṭham || śuci | ūdhaḥ | atr̥ṇat | na | gavām | andhaḥ | na | pūtam | pari-siktam | aṁśoḥ ||4.1.19||
4,1,19,b,4-1-19-B,śucy ūdho atṛṇan na gavām andho na pūtam pariṣiktam aṁśoḥ,"He hath disclosed, like the milch cows' pure udder, the Sorria's juice when cleansed and poured from beakers.",शुच्यूधो अतृणन्न गवामन्धो न पूतं परिषिक्तमंशोः,4-1-19,accha | voceya | śuśucānam | agnim | hotāram | viśva-bharasam | yajiṣṭham || śuci | ūdhaḥ | atr̥ṇat | na | gavām | andhaḥ | na | pūtam | pari-siktam | aṁśoḥ ||4.1.19||
4,1,20,a,4-1-20-A,viśveṣām aditir yajñiyānāṁ viśveṣām atithir mānuṣāṇām,"The freest God of all who should be worshipped, the guest who is received in all men's houses,",विश्वेषामदितिर्यज्ञियानां विश्वेषामतिथिर्मानुषाणाम्,4-1-20,viśveṣām | aditiḥ | yajñiyānām | viśveṣām | atithiḥ | mānuṣāṇām || agniḥ | devānām | avaḥ | ā-vr̥ṇānaḥ | su-mr̥ḷīkaḥ | bhavatu | jāta-vedāḥ ||4.1.20||
4,1,20,b,4-1-20-B,agnir devānām ava āvṛṇānaḥ sumṛḻīko bhavatu jātavedāḥ,"Agni who hath secured the Gods' high favour,-may he be gracious, to us Jatavedas.",अग्निर्देवानामव आवृणानः सुमृळीको भवतु जातवेदाः,4-1-20,viśveṣām | aditiḥ | yajñiyānām | viśveṣām | atithiḥ | mānuṣāṇām || agniḥ | devānām | avaḥ | ā-vr̥ṇānaḥ | su-mr̥ḷīkaḥ | bhavatu | jāta-vedāḥ ||4.1.20||
4,2,1,a,4-2-1-A,yo martyeṣv amṛta ṛtāvā devo deveṣv aratir nidhāyi,"THE, Faithful One, Immortal among mortals, a God among the Gods, appointed envoy,",यो मर्त्येष्वमृत ऋतावा देवो देवेष्वरतिर्निधायि,4-2-1,yaḥ | martyeṣu | amr̥taḥ | r̥ta-vā | devaḥ | deveṣu | aratiḥ | ni-dhāyi || hotā | yajiṣṭhaḥ | mahnā | śucadhyai | havyaiḥ | agniḥ | manuṣaḥ | īrayadhyai ||4.2.1||
4,2,1,b,4-2-1-B,hotā yajiṣṭho mahnā śucadhyai havyair agnir manuṣa īrayadhyai,"Priest, best at worship, must shine forth in glory . Agni shall be raised high with man's oblations.",होता यजिष्ठो मह्ना शुचध्यै हव्यैरग्निर्मनुष ईरयध्यै,4-2-1,yaḥ | martyeṣu | amr̥taḥ | r̥ta-vā | devaḥ | deveṣu | aratiḥ | ni-dhāyi || hotā | yajiṣṭhaḥ | mahnā | śucadhyai | havyaiḥ | agniḥ | manuṣaḥ | īrayadhyai ||4.2.1||
4,2,2,a,4-2-2-A,iha tvaṁ sūno sahaso no adya jāto jātām̐ ubhayām̐ antar agne,"Born for us here this day, O Son of Vigour, between both races of born beings, Agni,",इह त्वं सूनो सहसो नो अद्य जातो जाताँ उभयाँ अन्तरग्ने,4-2-2,iha | tvam | sūno iti | sahasaḥ | naḥ | adya | jātaḥ | jātān | ubhayān | antaḥ | agne || dūtaḥ | īyase | yuyujānaḥ | r̥ṣva | r̥ju-muṣkān | vr̥ṣaṇaḥ | śukrān | ca ||4.2.2||
4,2,2,b,4-2-2-B,dūta īyase yuyujāna ṛṣva ṛjumuṣkān vṛṣaṇaḥ śukrām̐ś ca,"Thou farest as an envoy, having harnessed, Sublime One! thy strong-muscled radiant stallions.",दूत ईयसे युयुजान ऋष्व ऋजुमुष्कान्वृषणः शुक्राँश्च,4-2-2,iha | tvam | sūno iti | sahasaḥ | naḥ | adya | jātaḥ | jātān | ubhayān | antaḥ | agne || dūtaḥ | īyase | yuyujānaḥ | r̥ṣva | r̥ju-muṣkān | vr̥ṣaṇaḥ | śukrān | ca ||4.2.2||
4,2,3,a,4-2-3-A,atyā vṛdhasnū rohitā ghṛtasnū ṛtasya manye manasā javiṣṭhā,"I laud the ruddy steeds who pour down blessing, dropping oil, flectest through the thoualit of Order.",अत्या वृधस्नू रोहिता घृतस्नू ऋतस्य मन्ये मनसा जविष्ठा,4-2-3,atyā | vr̥dhasnū iti vr̥dha-snū | rohitā | ghr̥tasnū iti ghr̥ta-snū | r̥tasya | manye | manasā | javiṣṭhā || antaḥ | īyase | aruṣā | yujānaḥ | yuṣmān | ca | devān | viśaḥ | ā | ca | martān ||4.2.3||
4,2,3,b,4-2-3-B,antar īyase aruṣā yujāno yuṣmām̐ś ca devān viśa ā ca martān,Yoking red horses to and fro thou goest between you Deities and mortal races.,अन्तरीयसे अरुषा युजानो युष्माँश्च देवान्विश आ च मर्तान्,4-2-3,atyā | vr̥dhasnū iti vr̥dha-snū | rohitā | ghr̥tasnū iti ghr̥ta-snū | r̥tasya | manye | manasā | javiṣṭhā || antaḥ | īyase | aruṣā | yujānaḥ | yuṣmān | ca | devān | viśaḥ | ā | ca | martān ||4.2.3||
4,2,4,a,4-2-4-A,aryamaṇaṁ varuṇam mitram eṣām indrāviṣṇū maruto aśvinota,"Aryaman, Mitra, Varuna, and Indra with Visnu, of the Gods, Maruts and Asvins-",अर्यमणं वरुणं मित्रमेषामिन्द्राविष्णू मरुतो अश्विनोत,4-2-4,aryamaṇam | varuṇam | mitram | eṣām | indrāviṣṇū iti | marutaḥ | aśvinā | uta || su-aśvaḥ | agne | su-rathaḥ | su-rādhāḥ | ā | it | ūm̐ iti | vaha | su-haviṣe | janāya ||4.2.4||
4,2,4,b,4-2-4-B,svaśvo agne surathaḥ surādhā ed u vaha suhaviṣe janāya,"These, Agni, with good car and steeds, bring hither, most bountiful, to folk with fair oblations.",स्वश्वो अग्ने सुरथः सुराधा एदु वह सुहविषे जनाय,4-2-4,aryamaṇam | varuṇam | mitram | eṣām | indrāviṣṇū iti | marutaḥ | aśvinā | uta || su-aśvaḥ | agne | su-rathaḥ | su-rādhāḥ | ā | it | ūm̐ iti | vaha | su-haviṣe | janāya ||4.2.4||
4,2,5,a,4-2-5-A,gomām̐ agne 'vimām̐ aśvī yajño nṛvatsakhā sadam id apramṛṣyaḥ,"Agni, be this our sacrifice eternal, with brave friends, rich in kine and sheep and horses,",गोमाँ अग्नेऽविमाँ अश्वी यज्ञो नृवत्सखा सदमिदप्रमृष्यः,4-2-5,go-mān | agne | avi-mān | aśvī | yajñaḥ | nr̥vat-sakhā | sadam | it | apra-mr̥ṣyaḥ || iḷā-vān | eṣaḥ | asura | prajā-vān | dīrghaḥ | rayiḥ | pr̥thu-budhnaḥ | sabhā-vān ||4.2.5||
