maṇḍala,sūkta,ṛca,paṅktī,index,IAST,Griffith,Devanāgarī,m-s-r,pada pāṭha
3,1,19,a,3-1-19-A,ā no gahi sakhyebhiḥ śivebhir mahān mahībhir ūtibhiḥ saraṇyan,"Come unto us with thine auspicious friendship, come speeding, Mighty, with thy mighty succours.",आ नो गहि सख्येभिः शिवेभिर्महान्महीभिरूतिभिः सरण्यन्,3-1-19,ā | naḥ | gahi | sakhyebhiḥ | śivebhiḥ | mahān | mahībhiḥ | ūti-bhiḥ | saraṇyan || asme iti | rayim | bahulam | sam-tarutram | su-vācam | bhāgam | yaśasam | kr̥dhi | naḥ ||3.1.19||
3,1,19,b,3-1-19-B,asme rayim bahulaṁ saṁtarutraṁ suvācam bhāgaṁ yaśasaṁ kṛdhī naḥ,"Grant us abundant wealth that saves from danger, that brings a good repute, a glorious portion.",अस्मे रयिं बहुलं संतरुत्रं सुवाचं भागं यशसं कृधी नः,3-1-19,ā | naḥ | gahi | sakhyebhiḥ | śivebhiḥ | mahān | mahībhiḥ | ūti-bhiḥ | saraṇyan || asme iti | rayim | bahulam | sam-tarutram | su-vācam | bhāgam | yaśasam | kr̥dhi | naḥ ||3.1.19||
3,1,20,a,3-1-20-A,etā te agne janimā sanāni pra pūrvyāya nūtanāni vocam,"To thee who art of old these songs, O Agni, have I declared, the ancient and the later.",एता ते अग्ने जनिमा सनानि प्र पूर्व्याय नूतनानि वोचम्,3-1-20,etā | te | agne | janima | sanāni | pra | pūrvyāya | nūtanāni | vocam || mahānti | vr̥ṣṇe | savanā | kr̥tā | imā | janman-janman | ni-hitaḥ | jāta-vedāḥ ||3.1.20||
3,1,20,b,3-1-20-B,mahānti vṛṣṇe savanā kṛtemā janmañ-janman nihito jātavedāḥ,These great libations to the Strong are offiered: in every birth is Jatavedas stablished.,महान्ति वृष्णे सवना कृतेमा जन्मञ्जन्मन्निहितो जातवेदाः,3-1-20,etā | te | agne | janima | sanāni | pra | pūrvyāya | nūtanāni | vocam || mahānti | vr̥ṣṇe | savanā | kr̥tā | imā | janman-janman | ni-hitaḥ | jāta-vedāḥ ||3.1.20||
3,1,21,a,3-1-21-A,janmañ-janman nihito jātavedā viśvāmitrebhir idhyate ajasraḥ,"Stablished in every birth is Jatavedas, kindled perpetual by the Visvamitras.",जन्मञ्जन्मन्निहितो जातवेदा विश्वामित्रेभिरिध्यते अजस्रः,3-1-21,janman-janman | ni-hitaḥ | jāta-vedāḥ | viśvāmitrebhiḥ | idhyate | ajasraḥ || tasya | vayam | su-matau | yajñiyasya | api | bhadre | saumanase | syāma ||3.1.21||
3,1,21,b,3-1-21-B,tasya vayaṁ sumatau yajñiyasyāpi bhadre saumanase syāma,"May we rest ever in the loving-kindness, in the auspicious grace of him the Holy.",तस्य वयं सुमतौ यज्ञियस्यापि भद्रे सौमनसे स्याम,3-1-21,janman-janman | ni-hitaḥ | jāta-vedāḥ | viśvāmitrebhiḥ | idhyate | ajasraḥ || tasya | vayam | su-matau | yajñiyasya | api | bhadre | saumanase | syāma ||3.1.21||
3,1,22,a,3-1-22-A,imaṁ yajñaṁ sahasāvan tvaṁ no devatrā dhehi sukrato rarāṇaḥ,"This sacrifice of ours do thou, O Mighty, O truly Wise, bear to the Gods rejoicing.",इमं यज्ञं सहसावन्त्वं नो देवत्रा धेहि सुक्रतो रराणः,3-1-22,imam | yajñam | sahasā-van | tvam | naḥ | deva-trā | dhehi | sukrato iti su-krato | rarāṇaḥ || pra | yaṁsi | hotaḥ | br̥hatīḥ | iṣaḥ | naḥ | agne | mahi | draviṇam | ā | yajasva ||3.1.22||
3,1,22,b,3-1-22-B,pra yaṁsi hotar bṛhatīr iṣo no 'gne mahi draviṇam ā yajasva,"Grant us abundant food, thou priestly Herald, vouchsafe to give us ample wealth, O Agni.",प्र यंसि होतर्बृहतीरिषो नोऽग्ने महि द्रविणमा यजस्व,3-1-22,imam | yajñam | sahasā-van | tvam | naḥ | deva-trā | dhehi | sukrato iti su-krato | rarāṇaḥ || pra | yaṁsi | hotaḥ | br̥hatīḥ | iṣaḥ | naḥ | agne | mahi | draviṇam | ā | yajasva ||3.1.22||
3,1,23,a,3-1-23-A,iḻām agne purudaṁsaṁ saniṁ goḥ śaśvattamaṁ havamānāya sādha,"As holy food, Agni, to thine'invoker give wealth in cattle, lasting, rich in marvels.",इळामग्ने पुरुदंसं सनिं गोः शश्वत्तमं हवमानाय साध,3-1-23,iḷām | agne | puru-daṁsam | sanim | goḥ | śaśvat-tamam | havamānāya | sādha || syāt | naḥ | sūnuḥ | tanayaḥ | vijā-vā | agne | sā | te | su-matiḥ | bhūtu | asme iti ||3.1.23||
3,1,23,b,3-1-23-B,syān naḥ sūnus tanayo vijāvāgne sā te sumatir bhūtv asme,"To us he born a son, and spreading offspring. Agni, be this thy gracious will to us-ward.",स्यान्नः सूनुस्तनयो विजावाग्ने सा ते सुमतिर्भूत्वस्मे,3-1-23,iḷām | agne | puru-daṁsam | sanim | goḥ | śaśvat-tamam | havamānāya | sādha || syāt | naḥ | sūnuḥ | tanayaḥ | vijā-vā | agne | sā | te | su-matiḥ | bhūtu | asme iti ||3.1.23||
3,2,1,a,3-2-1-A,vaiśvānarāya dhiṣaṇām ṛtāvṛdhe ghṛtaṁ na pūtam agnaye janāmasi,"To him, Vaisvanara, who strengthens Holy Law, to Agni we present our praise like oil made pure.",वैश्वानराय धिषणामृतावृधे घृतं न पूतमग्नये जनामसि,3-2-1,vaiśvānarāya | dhiṣaṇām | r̥ta-vr̥dhe | ghr̥tam | na | pūtam | agnaye | janāmasi || dvitā | hotāram | manuṣaḥ | ca | vāghataḥ | dhiyā | ratham | na | kuliśaḥ | sam | r̥ṇvati ||3.2.1||
3,2,1,b,3-2-1-B,dvitā hotāram manuṣaś ca vāghato dhiyā rathaṁ na kuliśaḥ sam ṛṇvati,"With thoughtful insight human priests bring him anear, our Herald from of old, as an axe forms a car.",द्विता होतारं मनुषश्च वाघतो धिया रथं न कुलिशः समृण्वति,3-2-1,vaiśvānarāya | dhiṣaṇām | r̥ta-vr̥dhe | ghr̥tam | na | pūtam | agnaye | janāmasi || dvitā | hotāram | manuṣaḥ | ca | vāghataḥ | dhiyā | ratham | na | kuliśaḥ | sam | r̥ṇvati ||3.2.1||
3,2,2,a,3-2-2-A,sa rocayaj januṣā rodasī ubhe sa mātror abhavat putra īḍyaḥ,"He made the heaven and earth resplendent by his birth: Child of two Mothers he was meet to be implored,",स रोचयज्जनुषा रोदसी उभे स मात्रोरभवत्पुत्र ईड्यः,3-2-2,saḥ | rocayat | januṣā | rodasī iti | ubhe iti | saḥ | mātroḥ | abhavat | putraḥ | īḍyaḥ || havya-vāṭ | agniḥ | ajaraḥ | canaḥ-hitaḥ | duḥ-dabhaḥ | viśām | atithiḥ | vibhā-vasuḥ ||3.2.2||
3,2,2,b,3-2-2-B,havyavāḻ agnir ajaraś canohito dūḻabho viśām atithir vibhāvasuḥ,"Agni, oblation-bearer, gracious, ever-young, infallible, rich in radiant light, the guest of men.",हव्यवाळग्निरजरश्चनोहितो दूळभो विशामतिथिर्विभावसुः,3-2-2,saḥ | rocayat | januṣā | rodasī iti | ubhe iti | saḥ | mātroḥ | abhavat | putraḥ | īḍyaḥ || havya-vāṭ | agniḥ | ajaraḥ | canaḥ-hitaḥ | duḥ-dabhaḥ | viśām | atithiḥ | vibhā-vasuḥ ||3.2.2||
3,2,3,a,3-2-3-A,kratvā dakṣasya taruṣo vidharmaṇi devāso agniṁ janayanta cittibhiḥ,"Within the range of their surpassinq power, by might, the Gods created Agni with inventive thought.",क्रत्वा दक्षस्य तरुषो विधर्मणि देवासो अग्निं जनयन्त चित्तिभिः,3-2-3,kratvā | dakṣasya | taruṣaḥ | vi-dharmaṇi | devāsaḥ | agnim | janayanta | citti-bhiḥ || rurucānam | bhānunā | jyotiṣā | mahām | atyam | na | vājam | saniṣyan | upa | bruve ||3.2.3||
3,2,3,b,3-2-3-B,rurucānam bhānunā jyotiṣā mahām atyaṁ na vājaṁ saniṣyann upa bruve,"I, eager to win strength, address him, like a steed, resplendent with his brilliance, with his ample light.",रुरुचानं भानुना ज्योतिषा महामत्यं न वाजं सनिष्यन्नुप ब्रुवे,3-2-3,kratvā | dakṣasya | taruṣaḥ | vi-dharmaṇi | devāsaḥ | agnim | janayanta | citti-bhiḥ || rurucānam | bhānunā | jyotiṣā | mahām | atyam | na | vājam | saniṣyan | upa | bruve ||3.2.3||
