maṇḍala,sūkta,ṛca,paṅktī,index,IAST,Griffith,Devanāgarī,m-s-r,pada pāṭha
6,1,10,b,6-1-10-B,vedī sūno sahaso gīrbhir ukthair ā te bhadrāyāṁ sumatau yatema,"With songs, O Son of Strength, with hymns, with altar: so may we strive for thine auspicious favour.",वेदी सूनो सहसो गीर्भिरुक्थैरा ते भद्रायां सुमतौ यतेम ,6-1-10,asmai | ūm̐ iti | te | mahi | mahe | vidhema | namaḥ-bhiḥ | agne | sam-idhā | uta | havyaiḥ || vedī | sūno iti | sahasaḥ | gīḥ-bhiḥ | ukthaiḥ | ā | te | bhadrāyām | su-matau | yatema ||6.1.10||
6,1,11,a,6-1-11-A,ā yas tatantha rodasī vi bhāsā śravobhiś ca śravasyas tarutraḥ,"Thou who hast covered heaven and earth with splendour and with thy glories, glorious and triumphant.",आ यस्ततन्थ रोदसी वि भासा श्रवोभिश्च श्रवस्यस्तरुत्रः,6-1-11,ā | yaḥ | tatantha | rodasī iti | vi | bhāsā | śravaḥ-bhiḥ | ca | śravasyaḥ | tarutraḥ || br̥hat-bhiḥ | vājaiḥ | sthavirebhiḥ | asme iti | revat-bhiḥ | agne | vi-taram | vi | bhāhi ||6.1.11||
6,1,11,b,6-1-11-B,bṛhadbhir vājaiḥ sthavirebhir asme revadbhir agne vitaraṁ vi bhāhi,"Continue thou to shine on us, O Agni, with strength abundant, rich, and long enduring.",बृहद्भिर्वाजैः स्थविरेभिरस्मे रेवद्भिरग्ने वितरं वि भाहि ,6-1-11,ā | yaḥ | tatantha | rodasī iti | vi | bhāsā | śravaḥ-bhiḥ | ca | śravasyaḥ | tarutraḥ || br̥hat-bhiḥ | vājaiḥ | sthavirebhiḥ | asme iti | revat-bhiḥ | agne | vi-taram | vi | bhāhi ||6.1.11||
6,1,12,a,6-1-12-A,nṛvad vaso sadam id dhehy asme bhūri tokāya tanayāya paśvaḥ,"Vouchsafe us ever, as man needs, O Vasu, abundant wealth of kine for son and offspring.",नृवद्वसो सदमिद्धेह्यस्मे भूरि तोकाय तनयाय पश्वः,6-1-12,nr̥-vat | vaso iti | sadam | it | dhehi | asme iti | bhūri | tokāya | tanayāya | paśvaḥ || pūrvīḥ | iṣaḥ | br̥hatīḥ | āre-aghāḥ | asme iti | bhadrā | sauśravasāni | santu ||6.1.12||
6,1,12,b,6-1-12-B,pūrvīr iṣo bṛhatīr āre-aghā asme bhadrā sauśravasāni santu,"Food noble, plenteous, far from sin and evil, he with us, and fair fame to make us happy.",पूर्वीरिषो बृहतीरारेअघा अस्मे भद्रा सौश्रवसानि सन्तु ,6-1-12,nr̥-vat | vaso iti | sadam | it | dhehi | asme iti | bhūri | tokāya | tanayāya | paśvaḥ || pūrvīḥ | iṣaḥ | br̥hatīḥ | āre-aghāḥ | asme iti | bhadrā | sauśravasāni | santu ||6.1.12||
6,1,13,a,6-1-13-A,purūṇy agne purudhā tvāyā vasūni rājan vasutā te aśyām,"May I obtain much wealth in many places by love of thee and through thy grace, King Agni;",पुरूण्यग्ने पुरुधा त्वाया वसूनि राजन्वसुता ते अश्याम्,6-1-13,purūṇi | agne | purudhā | tvā-yā | vasūni | rājan | vasutā | te | aśyām || purūṇi | hi | tve iti | puru-vāra | santi | agne | vasu | vidhate | rājani | tve iti ||6.1.13||
6,1,13,b,6-1-13-B,purūṇi hi tve puruvāra santy agne vasu vidhate rājani tve,"For in thee Bounteous One, in thee the Sovran, Agni, are many boons for him who serves thee.",पुरूणि हि त्वे पुरुवार सन्त्यग्ने वसु विधते राजनि त्वे ,6-1-13,purūṇi | agne | purudhā | tvā-yā | vasūni | rājan | vasutā | te | aśyām || purūṇi | hi | tve iti | puru-vāra | santi | agne | vasu | vidhate | rājani | tve iti ||6.1.13||
6,2,1,a,6-2-1-A,tvaṁ hi kṣaitavad yaśo 'gne mitro na patyase,"THOU, Agni, even as Mitra, hast a princely glory of thine own.",त्वं हि क्षैतवद्यशोऽग्ने मित्रो न पत्यसे,6-2-1,tvam | hi | kṣaita-vat | yaśaḥ | agne | mitraḥ | na | patyase || tvam | vi-carṣaṇe | śravaḥ | vaso iti | puṣṭim | na | puṣyasi ||6.2.1||
6,2,1,b,6-2-1-B,tvaṁ vicarṣaṇe śravo vaso puṣṭiṁ na puṣyasi,"Thou, active Vasu, makest fame increase like full prosperity.",त्वं विचर्षणे श्रवो वसो पुष्टिं न पुष्यसि ,6-2-1,tvam | hi | kṣaita-vat | yaśaḥ | agne | mitraḥ | na | patyase || tvam | vi-carṣaṇe | śravaḥ | vaso iti | puṣṭim | na | puṣyasi ||6.2.1||
6,2,2,a,6-2-2-A,tvāṁ hi ṣmā carṣaṇayo yajñebhir gīrbhir īḻate,"For, verily, men pray to thee with sacrifices and with songs.",त्वां हि ष्मा चर्षणयो यज्ञेभिर्गीर्भिरीळते,6-2-2,tvām | hi | sma | carṣaṇayaḥ | yajñebhiḥ | gīḥ-bhiḥ | īḷate || tvām | vājī | yāti | avr̥kaḥ | rajaḥ-tūḥ | viśva-carṣaṇiḥ ||6.2.2||
6,2,2,b,6-2-2-B,tvāṁ vājī yāty avṛko rajastūr viśvacarṣaṇiḥ,"To thee the Friendly Courser, seen of all, comes speeding through the air.",त्वां वाजी यात्यवृको रजस्तूर्विश्वचर्षणिः ,6-2-2,tvām | hi | sma | carṣaṇayaḥ | yajñebhiḥ | gīḥ-bhiḥ | īḷate || tvām | vājī | yāti | avr̥kaḥ | rajaḥ-tūḥ | viśva-carṣaṇiḥ ||6.2.2||
6,2,3,a,6-2-3-A,sajoṣas tvā divo naro yajñasya ketum indhate,"Of one accord men kindle thee Heaven's signal of the sacrifice,",सजोषस्त्वा दिवो नरो यज्ञस्य केतुमिन्धते,6-2-3,sa-joṣaḥ | tvā | divaḥ | naraḥ | yajñasya | ketum | indhate || yat | ha | syaḥ | mānuṣaḥ | janaḥ | sumna-yuḥ | juhve | adhvare ||6.2.3||
6,2,3,b,6-2-3-B,yad dha sya mānuṣo janaḥ sumnāyur juhve adhvare,"When, craving bliss, this race of man invites thee to the solemn rite.",यद्ध स्य मानुषो जनः सुम्नायुर्जुह्वे अध्वरे ,6-2-3,sa-joṣaḥ | tvā | divaḥ | naraḥ | yajñasya | ketum | indhate || yat | ha | syaḥ | mānuṣaḥ | janaḥ | sumna-yuḥ | juhve | adhvare ||6.2.3||
6,2,4,a,6-2-4-A,ṛdhad yas te sudānave dhiyā martaḥ śaśamate,"Let the man thrive who travails sore, in prayer, far thee the Bountiful.",ऋधद्यस्ते सुदानवे धिया मर्तः शशमते,6-2-4,r̥dhat | yaḥ | te | su-dānave | dhiyā | martaḥ | śaśamate || ūtī | saḥ | br̥hataḥ | divaḥ | dviṣaḥ | aṁhaḥ | na | tarati ||6.2.4||
6,2,4,b,6-2-4-B,ūtī ṣa bṛhato divo dviṣo aṁho na tarati,He with the help of lofty Dyaus comes safe through straits of enmity.,ऊती ष बृहतो दिवो द्विषो अंहो न तरति ,6-2-4,r̥dhat | yaḥ | te | su-dānave | dhiyā | martaḥ | śaśamate || ūtī | saḥ | br̥hataḥ | divaḥ | dviṣaḥ | aṁhaḥ | na | tarati ||6.2.4||
6,2,5,a,6-2-5-A,samidhā yas ta āhutiṁ niśitim martyo naśat,"The mortal who with fuel lights thy flame and offers unto thee,",समिधा यस्त आहुतिं निशितिं मर्त्यो नशत्,6-2-5,sam-idhā | yaḥ | te | ā-hutim | ni-śitim | martyaḥ | naśat || vayā-vantam | saḥ | puṣyati | kṣayam | agne | śata-āyuṣam ||6.2.5||
6,2,5,b,6-2-5-B,vayāvantaṁ sa puṣyati kṣayam agne śatāyuṣam,"Supports a house with many a branch, Agni, to live a hundred years.",वयावन्तं स पुष्यति क्षयमग्ने शतायुषम् ,6-2-5,sam-idhā | yaḥ | te | ā-hutim | ni-śitim | martyaḥ | naśat || vayā-vantam | saḥ | puṣyati | kṣayam | agne | śata-āyuṣam ||6.2.5||
6,2,6,a,6-2-6-A,tveṣas te dhūma ṛṇvati divi ṣañ chukra ātataḥ,"Thy bright smoke lifts itself aloft, and far-extended shines in heaven.",त्वेषस्ते धूम ऋण्वति दिवि षञ्छुक्र आततः,6-2-6,tveṣaḥ | te | dhūmaḥ | r̥ṇvati | divi | san | śukraḥ | ā-tataḥ || sūraḥ | na | hi | dyutā | tvam | kr̥pā | pāvaka | rocase ||6.2.6||
6,2,6,b,6-2-6-B,sūro na hi dyutā tvaṁ kṛpā pāvaka rocase,"For, Purifier! like the Sun thou beamest with thy radiant glow.",सूरो न हि द्युता त्वं कृपा पावक रोचसे ,6-2-6,tveṣaḥ | te | dhūmaḥ | r̥ṇvati | divi | san | śukraḥ | ā-tataḥ || sūraḥ | na | hi | dyutā | tvam | kr̥pā | pāvaka | rocase ||6.2.6||
6,2,7,a,6-2-7-A,adhā hi vikṣv īḍyo 'si priyo no atithiḥ,"For in men's houses thou must be glorified as a well-loved guest,",अधा हि विक्ष्वीड्योऽसि प्रियो नो अतिथिः,6-2-7,adha | hi | vikṣu | īḍyaḥ | asi | priyaḥ | naḥ | atithiḥ || raṇvaḥ | puri-iva | jūryaḥ | sūnuḥ | na | trayayāyyaḥ ||6.2.7||
6,2,7,b,6-2-7-B,raṇvaḥ purīva jūryaḥ sūnur na trayayāyyaḥ,"Gay like an elder in a fort, claiming protection like a son.",रण्वः पुरीव जूर्यः सूनुर्न त्रययाय्यः ,6-2-7,adha | hi | vikṣu | īḍyaḥ | asi | priyaḥ | naḥ | atithiḥ || raṇvaḥ | puri-iva | jūryaḥ | sūnuḥ | na | trayayāyyaḥ ||6.2.7||
6,2,8,a,6-2-8-A,kratvā hi droṇe ajyase 'gne vājī na kṛtvyaḥ,"Thou, Agni, like an able steed, art urged by wisdom in the wood.",क्रत्वा हि द्रोणे अज्यसेऽग्ने वाजी न कृत्व्यः,6-2-8,kratvā | hi | droṇe | ajyase | agne | vājī | na | kr̥tvyaḥ || parijmā-iva | svadhā | gayaḥ | atyaḥ | na | hvāryaḥ | śiśuḥ ||6.2.8||
6,2,8,b,6-2-8-B,parijmeva svadhā gayo 'tyo na hvāryaḥ śiśuḥ,"Thou art like wind; food, home art thou, like a young horse that runs astray.",परिज्मेव स्वधा गयोऽत्यो न ह्वार्यः शिशुः ,6-2-8,kratvā | hi | droṇe | ajyase | agne | vājī | na | kr̥tvyaḥ || parijmā-iva | svadhā | gayaḥ | atyaḥ | na | hvāryaḥ | śiśuḥ ||6.2.8||
6,2,9,a,6-2-9-A,tvaṁ tyā cid acyutāgne paśur na yavase,"E'en things imperishable, thou, O Agni, like a gazing ox,",त्वं त्या चिदच्युताग्ने पशुर्न यवसे,6-2-9,tvam | tyā | cit | acyutā | agne | paśuḥ | na | yavase || dhāma | ha | yat | te | ajara | vanā | vr̥ścanti | śikvasaḥ ||6.2.9||
6,2,9,b,6-2-9-B,dhāmā ha yat te ajara vanā vṛścanti śikvasaḥ,"Eatest, when hosts, Eternal One! of thee the Mighty rend the woods.",धामा ह यत्ते अजर वना वृश्चन्ति शिक्वसः ,6-2-9,tvam | tyā | cit | acyutā | agne | paśuḥ | na | yavase || dhāma | ha | yat | te | ajara | vanā | vr̥ścanti | śikvasaḥ ||6.2.9||
6,2,10,a,6-2-10-A,veṣi hy adhvarīyatām agne hotā dame viśām,"Agni, thou enterest as Priest the home of men who sacrifice.",वेषि ह्यध्वरीयतामग्ने होता दमे विशाम्,6-2-10,veṣi | hi | adhvari-yatām | agne | hotā | dame | viśām || sam-r̥dhaḥ | viśpate | kr̥ṇu | juṣasva | havyam | aṅgiraḥ ||6.2.10||
6,2,10,b,6-2-10-B,samṛdho viśpate kṛṇu juṣasva havyam aṅgiraḥ,"Lord of the people, prosper them. Accept the ofrering, Angiras!",समृधो विश्पते कृणु जुषस्व हव्यमङ्गिरः ,6-2-10,veṣi | hi | adhvari-yatām | agne | hotā | dame | viśām || sam-r̥dhaḥ | viśpate | kr̥ṇu | juṣasva | havyam | aṅgiraḥ ||6.2.10||
6,2,11,a,6-2-11-A,acchā no mitramaho deva devān agne vocaḥ sumatiṁ rodasyoḥ,"O Agni, God with Mitra's might, call hither the favour of the Gods from earth and heaven.",अच्छा नो मित्रमहो देव देवानग्ने वोचः सुमतिं रोदस्योः,6-2-11,accha | naḥ | mitra-mahaḥ | deva | devān | agne | vocaḥ | su-matim | rodasyoḥ || vīhi | svastim | su-kṣitim | divaḥ | nr̥̄n | dviṣaḥ | aṁhāṁsi | duḥ-itā | tarema | tā | tarema | tava | avasā | tarema ||6.2.11||
6,2,11,b,6-2-11-B,vīhi svastiṁ sukṣitiṁ divo nṝn dviṣo aṁhāṁsi duritā tarema tā tarema tavāvasā tarema,"Bring weal from heaven, that men may dwell securely. May we o'ercome the foe's malign oppressions, may w",वीहि स्वस्तिं सुक्षितिं दिवो नॄन्द्विषो अंहांसि दुरिता तरेम ता तरेम तवावसा तरेम ,6-2-11,accha | naḥ | mitra-mahaḥ | deva | devān | agne | vocaḥ | su-matim | rodasyoḥ || vīhi | svastim | su-kṣitim | divaḥ | nr̥̄n | dviṣaḥ | aṁhāṁsi | duḥ-itā | tarema | tā | tarema | tava | avasā | tarema ||6.2.11||
6,3,1,a,6-3-1-A,agne sa kṣeṣad ṛtapā ṛtejā uru jyotir naśate devayuṣ ṭe,"TRUE, guardian of the Law, thy faithful servant wins ample light and dwells in peace, O Agni,",अग्ने स क्षेषदृतपा ऋतेजा उरु ज्योतिर्नशते देवयुष्टे,6-3-1,agne | saḥ | kṣeṣat | r̥ta-pāḥ | r̥te-jāḥ | uru | jyotiḥ | naśate | deva-yuḥ | te || yam | tvam | mitreṇa | varuṇaḥ | sa-joṣāḥ | deva | pāsi | tyajasā | martam | aṁhaḥ ||6.3.1||
6,3,1,b,6-3-1-B,yaṁ tvam mitreṇa varuṇaḥ sajoṣā deva pāsi tyajasā martam aṁhaḥ,"Whom thou, as Varuna in accord with Mitra, guardest, O God, by banishing his trouble.",यं त्वं मित्रेण वरुणः सजोषा देव पासि त्यजसा मर्तमंहः .,6-3-1,agne | saḥ | kṣeṣat | r̥ta-pāḥ | r̥te-jāḥ | uru | jyotiḥ | naśate | deva-yuḥ | te || yam | tvam | mitreṇa | varuṇaḥ | sa-joṣāḥ | deva | pāsi | tyajasā | martam | aṁhaḥ ||6.3.1||
6,3,2,a,6-3-2-A,īje yajñebhiḥ śaśame śamībhir ṛdhadvārāyāgnaye dadāśa,"He hath paid sacrifices, toiled in worship, and offered gifts to wealth-increasing Agni.",ईजे यज्ञेभिः शशमे शमीभिरृधद्वारायाग्नये ददाश,6-3-2,īje | yajñebhiḥ | śaśame | śamībhiḥ | r̥dhat-vārāya | agnaye | dadāśa || eva | cana | tam | yaśasām | ajuṣṭiḥ | na | aṁhaḥ | martam | naśate | na | pra-dr̥ptiḥ ||6.3.2||
6,3,2,b,6-3-2-B,evā cana taṁ yaśasām ajuṣṭir nāṁho martaṁ naśate na pradṛptiḥ,"Him the displeasure of the famous moves not, outrage and scorn affect not such a mortal.",एवा चन तं यशसामजुष्टिर्नांहो मर्तं नशते न प्रदृप्तिः .,6-3-2,īje | yajñebhiḥ | śaśame | śamībhiḥ | r̥dhat-vārāya | agnaye | dadāśa || eva | cana | tam | yaśasām | ajuṣṭiḥ | na | aṁhaḥ | martam | naśate | na | pra-dr̥ptiḥ ||6.3.2||
6,3,3,a,6-3-3-A,sūro na yasya dṛśatir arepā bhīmā yad eti śucatas ta ā dhīḥ,"Bright God, whose look is free from stain like Surya's, thou, swift, what time thou earnestly desirest,",सूरो न यस्य दृशतिररेपा भीमा यदेति शुचतस्त आ धीः,6-3-3,sūraḥ | na | yasya | dr̥śatiḥ | arepāḥ | bhīmā | yat | eti | śucataḥ | te | ā | dhīḥ || heṣasvataḥ | śurudhaḥ | na | ayam | aktoḥ | kutra | cit | raṇvaḥ | vasatiḥ | vane-jāḥ ||6.3.3||
6,3,3,b,6-3-3-B,heṣasvataḥ śurudho nāyam aktoḥ kutrā cid raṇvo vasatir vanejāḥ,"Hast gear to give us. Come with joy at evening, where, Child of Wood, thou mayest also tarry.",हेषस्वतः शुरुधो नायमक्तोः कुत्रा चिद्रण्वो वसतिर्वनेजाः .,6-3-3,sūraḥ | na | yasya | dr̥śatiḥ | arepāḥ | bhīmā | yat | eti | śucataḥ | te | ā | dhīḥ || heṣasvataḥ | śurudhaḥ | na | ayam | aktoḥ | kutra | cit | raṇvaḥ | vasatiḥ | vane-jāḥ ||6.3.3||
6,3,4,a,6-3-4-A,tigmaṁ cid ema mahi varpo asya bhasad aśvo na yamasāna āsā,"Fierce is his gait and vast his wondrous body: he champeth like a horse with bit and bridle,",तिग्मं चिदेम महि वर्पो अस्य भसदश्वो न यमसान आसा,6-3-4,tigmam | cit | ema | mahi | varpaḥ | asya | bhasat | aśvaḥ | na | yamasāna | āsā || vi-jehamānaḥ | paraśuḥ | na | jihvām | draviḥ | na | dravayati | dāru | dhakṣat ||6.3.4||
6,3,4,b,6-3-4-B,vijehamānaḥ paraśur na jihvāṁ dravir na drāvayati dāru dhakṣat,"And, darting forth his tongue, as 'twere a hatchet, burning the woods, smelteth them like a smelter.",विजेहमानः परशुर्न जिह्वां द्रविर्न द्रावयति दारु धक्षत् .,6-3-4,tigmam | cit | ema | mahi | varpaḥ | asya | bhasat | aśvaḥ | na | yamasāna | āsā || vi-jehamānaḥ | paraśuḥ | na | jihvām | draviḥ | na | dravayati | dāru | dhakṣat ||6.3.4||
