maṇḍala,sūkta,ṛca,paṅktī,index,IAST,Griffith,Devanāgarī,m-s-r,pada pāṭha
8,1,17,a,8-1-17-A,sotā hi somam adribhir em enam apsu dhāvata,"Press out the Soma with the stones, and in the waters wash it clean.",सोता हि सोममद्रिभिरेमेनमप्सु धावत,8-1-17,sota | hi | somam | adri-bhiḥ | ā | īm | enam | ap-su | dhāvata || gavyā | vastrā-iva | vāsayantaḥ | it | naraḥ | niḥ | dhukṣan | vakṣaṇābhyaḥ ||8.1.17||
8,1,17,b,8-1-17-B,gavyā vastreva vāsayanta in naro nir dhukṣan vakṣaṇābhyaḥ,The men investing it with raiment made of milk shall milk it forth from out the stems.,गव्या वस्त्रेव वासयन्त इन्नरो निर्धुक्षन्वक्षणाभ्यः ,8-1-17,sota | hi | somam | adri-bhiḥ | ā | īm | enam | ap-su | dhāvata || gavyā | vastrā-iva | vāsayantaḥ | it | naraḥ | niḥ | dhukṣan | vakṣaṇābhyaḥ ||8.1.17||
8,1,18,a,8-1-18-A,adha jmo adha vā divo bṛhato rocanād adhi,"Whether thou come from earth or from the lustre of the lofty heaven,",अध ज्मो अध वा दिवो बृहतो रोचनादधि,8-1-18,adha | jmaḥ | adha | vā | divaḥ | br̥hataḥ | rocanāt | adhi || ayā | vardhasva | tanvā | girā | mama | ā | jātā | sukrato iti su-krato | pr̥ṇa ||8.1.18||
8,1,18,b,8-1-18-B,ayā vardhasva tanvā girā mamā jātā sukrato pṛṇa,"Wax stronger in thy body through my song of praise: fill full all creatures, O most Wise.",अया वर्धस्व तन्वा गिरा ममा जाता सुक्रतो पृण ,8-1-18,adha | jmaḥ | adha | vā | divaḥ | br̥hataḥ | rocanāt | adhi || ayā | vardhasva | tanvā | girā | mama | ā | jātā | sukrato iti su-krato | pr̥ṇa ||8.1.18||
8,1,19,a,8-1-19-A,indrāya su madintamaṁ somaṁ sotā vareṇyam,"For India press the Soma out, most gladdening and most excellent.",इन्द्राय सु मदिन्तमं सोमं सोता वरेण्यम्,8-1-19,indrāya | su | madin-tamam | somam | sota | vareṇyam || śakraḥ | enam | pīpayat | viśvayā | dhiyā | hinvānam | na | vāja-yum ||8.1.19||
8,1,19,b,8-1-19-B,śakra eṇam pīpayad viśvayā dhiyā hinvānaṁ na vājayum,"May Sakra make it swell sent forth with every prayer and asking, as it were, for strength.",शक्र एणं पीपयद्विश्वया धिया हिन्वानं न वाजयुम् ,8-1-19,indrāya | su | madin-tamam | somam | sota | vareṇyam || śakraḥ | enam | pīpayat | viśvayā | dhiyā | hinvānam | na | vāja-yum ||8.1.19||
8,1,20,a,8-1-20-A,mā tvā somasya galdayā sadā yācann ahaṁ girā,"Let me not, still beseeching thee with earnest song at Soma rites,",मा त्वा सोमस्य गल्दया सदा याचन्नहं गिरा,8-1-20,mā | tvā | somasya | galdayā | sadā | yācan | aham | girā || bhūrṇim | mr̥gam | na | savaneṣu | cukrudham | kaḥ | īśānam | na | yāciṣat ||8.1.20||
8,1,20,b,8-1-20-B,bhūrṇim mṛgaṁ na savaneṣu cukrudhaṁ ka īśānaṁ na yāciṣat,Anger thee like soma wild beast. Who would not beseech him who hath power to grant his prayer?,भूर्णिं मृगं न सवनेषु चुक्रुधं क ईशानं न याचिषत् ,8-1-20,mā | tvā | somasya | galdayā | sadā | yācan | aham | girā || bhūrṇim | mr̥gam | na | savaneṣu | cukrudham | kaḥ | īśānam | na | yāciṣat ||8.1.20||
8,1,21,a,8-1-21-A,madeneṣitam madam ugram ugreṇa śavasā,"The draught made swift with rapturous joy, effectual with its mighty strength,",मदेनेषितं मदमुग्रमुग्रेण शवसा,8-1-21,madena | iṣitam | madam | ugram | ugreṇa | śavasā || viśveṣām | tarutāram | mada-cyutam | made | hi | sma | dadāti | naḥ ||8.1.21||
8,1,21,b,8-1-21-B,viśveṣāṁ tarutāram madacyutam made hi ṣmā dadāti naḥ,"All-conquering, distilling transport, let him drink: for he in ecstasy gives us gifts.",विश्वेषां तरुतारं मदच्युतं मदे हि ष्मा ददाति नः ,8-1-21,madena | iṣitam | madam | ugram | ugreṇa | śavasā || viśveṣām | tarutāram | mada-cyutam | made | hi | sma | dadāti | naḥ ||8.1.21||
8,1,22,a,8-1-22-A,śevāre vāryā puru devo martāya dāśuṣe,"Where bliss is not, may he, All-praised, God whom the pious glorify,",शेवारे वार्या पुरु देवो मर्ताय दाशुषे,8-1-22,śevāre | vāryā | puru | devaḥ | martāya | dāśuṣe || saḥ | sunvate | ca | stuvate | ca | rāsate | viśva-gūrtaḥ | ari-stutaḥ ||8.1.22||
8,1,22,b,8-1-22-B,sa sunvate ca stuvate ca rāsate viśvagūrto ariṣṭutaḥ,Bestow great wealth upon the mortal worshipper who sheds the juice and praises him.,स सुन्वते च स्तुवते च रासते विश्वगूर्तो अरिष्टुतः ,8-1-22,śevāre | vāryā | puru | devaḥ | martāya | dāśuṣe || saḥ | sunvate | ca | stuvate | ca | rāsate | viśva-gūrtaḥ | ari-stutaḥ ||8.1.22||
8,1,23,a,8-1-23-A,endra yāhi matsva citreṇa deva rādhasā,"Come, Indra, and rejoice thyself, O God, in manifold affluence.",एन्द्र याहि मत्स्व चित्रेण देव राधसा,8-1-23,ā | indra | yāhi | matsva | citreṇa | deva | rādhasā || saraḥ | na | prāsi | udaram | sapīti-bhiḥ | ā | somebhiḥ | uru | sphiram ||8.1.23||
8,1,23,b,8-1-23-B,saro na prāsy udaraṁ sapītibhir ā somebhir uru sphiram,Thou fillest like a lake thy vast capacious bulk with Soma and with draughts besides.,सरो न प्रास्युदरं सपीतिभिरा सोमेभिरुरु स्फिरम् ,8-1-23,ā | indra | yāhi | matsva | citreṇa | deva | rādhasā || saraḥ | na | prāsi | udaram | sapīti-bhiḥ | ā | somebhiḥ | uru | sphiram ||8.1.23||
8,1,24,a,8-1-24-A,ā tvā sahasram ā śataṁ yuktā rathe hiraṇyaye,A thousand and a hundred Steeds are harnessed to thy golden car.,आ त्वा सहस्रमा शतं युक्ता रथे हिरण्यये,8-1-24,ā | tvā | sahasram | ā | śatam | yuktāḥ | rathe | hiraṇyaye || brahma-yujaḥ | harayaḥ | indra | keśinaḥ | vahantu | soma-pītaye ||8.1.24||
8,1,24,b,8-1-24-B,brahmayujo haraya indra keśino vahantu somapītaye,"So may the long-mancd Bays, yoked by devotion, bring Indra to drink the Soma juice.",ब्रह्मयुजो हरय इन्द्र केशिनो वहन्तु सोमपीतये ,8-1-24,ā | tvā | sahasram | ā | śatam | yuktāḥ | rathe | hiraṇyaye || brahma-yujaḥ | harayaḥ | indra | keśinaḥ | vahantu | soma-pītaye ||8.1.24||
8,1,25,a,8-1-25-A,ā tvā rathe hiraṇyaye harī mayūraśepyā,"Yoked to thy chariot wrought of gold, may thy two Bays with peacock tails,",आ त्वा रथे हिरण्यये हरी मयूरशेप्या,8-1-25,ā | tvā | rathe | hiraṇyaye | harī iti | mayūra-śepyā || śiti-pr̥ṣṭhā | vahatām | madhvaḥ | andhasaḥ | vivakṣaṇasya | pītaye ||8.1.25||
8,1,25,b,8-1-25-B,śitipṛṣṭhā vahatām madhvo andhaso vivakṣaṇasya pītaye,"Convey thee hither, Steeds with their white backs, to quaff sweet juice that makes us eloquent.",शितिपृष्ठा वहतां मध्वो अन्धसो विवक्षणस्य पीतये ,8-1-25,ā | tvā | rathe | hiraṇyaye | harī iti | mayūra-śepyā || śiti-pr̥ṣṭhā | vahatām | madhvaḥ | andhasaḥ | vivakṣaṇasya | pītaye ||8.1.25||
8,1,26,a,8-1-26-A,pibā tv asya girvaṇaḥ sutasya pūrvapā iva,"So drink, thou Lover of the Song, as the first drinker, of this juice.",पिबा त्वस्य गिर्वणः सुतस्य पूर्वपा इव,8-1-26,piba | tu | asya | girvaṇaḥ | sutasya | pūrvapāḥ-iva || pari-kr̥tasya | rasinaḥ | iyam | ā-sutiḥ | cāruḥ | madāya | patyate ||8.1.26||
8,1,26,b,8-1-26-B,pariṣkṛtasya rasina iyam āsutiś cārur madāya patyate,This the outpouring of the savoury sap prepared is good and meet to gladden thee.,परिष्कृतस्य रसिन इयमासुतिश्चारुर्मदाय पत्यते ,8-1-26,piba | tu | asya | girvaṇaḥ | sutasya | pūrvapāḥ-iva || pari-kr̥tasya | rasinaḥ | iyam | ā-sutiḥ | cāruḥ | madāya | patyate ||8.1.26||
8,1,27,a,8-1-27-A,ya eko asti daṁsanā mahām̐ ugro abhi vrataiḥ,"He who alone by wondrous deed is Mighty, Strong by holy works,",य एको अस्ति दंसना महाँ उग्रो अभि व्रतैः,8-1-27,yaḥ | ekaḥ | asti | daṁsanā | mahān | ugraḥ | abhi | vrataiḥ || gamat | saḥ | śiprī | na | saḥ | yoṣat | ā | gamat | havam | na | pari | varjati ||8.1.27||
8,1,27,b,8-1-27-B,gamat sa śiprī na sa yoṣad ā gamad dhavaṁ na pari varjati,"May he come, fair of cheek; may he not stay afar, but come and turn not from our call.",गमत्स शिप्री न स योषदा गमद्धवं न परि वर्जति ,8-1-27,yaḥ | ekaḥ | asti | daṁsanā | mahān | ugraḥ | abhi | vrataiḥ || gamat | saḥ | śiprī | na | saḥ | yoṣat | ā | gamat | havam | na | pari | varjati ||8.1.27||
8,1,28,a,8-1-28-A,tvam puraṁ cariṣṇvaṁ vadhaiḥ śuṣṇasya sam piṇak,Susna's quick moving castle thou hast crushed to pieces with thy bolts.,त्वं पुरं चरिष्ण्वं वधैः शुष्णस्य सं पिणक्,8-1-28,tvam | puram | cariṣṇvam | vadhaiḥ | śuṣṇasya | sam | piṇak || tvam | bhāḥ | anu | caraḥ | adha | dvitā | yat | indra | havyaḥ | bhuvaḥ ||8.1.28||
8,1,28,b,8-1-28-B,tvam bhā anu caro adha dvitā yad indra havyo bhuvaḥ,"Thou, Indra, from of old, hast followed after light, since we have had thee to invoke.",त्वं भा अनु चरो अध द्विता यदिन्द्र हव्यो भुवः ,8-1-28,tvam | puram | cariṣṇvam | vadhaiḥ | śuṣṇasya | sam | piṇak || tvam | bhāḥ | anu | caraḥ | adha | dvitā | yat | indra | havyaḥ | bhuvaḥ ||8.1.28||
8,1,29,a,8-1-29-A,mama tvā sūra udite mama madhyaṁdine divaḥ,"My praises when the Sun hath risen, my praises at the time of noon,",मम त्वा सूर उदिते मम मध्यंदिने दिवः,8-1-29,mama | tvā | sūre | ut-ite | mama | madhyaṁdine | divaḥ || mama | pra-pitve | api-śarvare | vaso iti | ā | stomāsaḥ | avr̥tsata ||8.1.29||
8,1,29,b,8-1-29-B,mama prapitve apiśarvare vasav ā stomāso avṛtsata,"My praises at the coming of the gloom of night, O Vasu, have gone forth to thee.",मम प्रपित्वे अपिशर्वरे वसवा स्तोमासो अवृत्सत ,8-1-29,mama | tvā | sūre | ut-ite | mama | madhyaṁdine | divaḥ || mama | pra-pitve | api-śarvare | vaso iti | ā | stomāsaḥ | avr̥tsata ||8.1.29||
8,1,30,a,8-1-30-A,stuhi stuhīd ete ghā te maṁhiṣṭhāso maghonām,"Praise yea, praise him. Of princes these are the most liberal of their gifts,",स्तुहि स्तुहीदेते घा ते मंहिष्ठासो मघोनाम्,8-1-30,stuhi | stuhi | it | ete | gha | te | maṁhiṣṭhāsaḥ | maghonām || nindita-aśvaḥ | pra-pathī | parama-jyāḥ | maghasya | medhya-atithe ||8.1.30||
8,1,30,b,8-1-30-B,ninditāśvaḥ prapathī paramajyā maghasya medhyātithe,"These, Paramajya, Ninditasva, Prapathi, most bounteous, O Medhyatithi.",निन्दिताश्वः प्रपथी परमज्या मघस्य मेध्यातिथे ,8-1-30,stuhi | stuhi | it | ete | gha | te | maṁhiṣṭhāsaḥ | maghonām || nindita-aśvaḥ | pra-pathī | parama-jyāḥ | maghasya | medhya-atithe ||8.1.30||
8,1,31,a,8-1-31-A,ā yad aśvān vananvataḥ śraddhayāhaṁ rathe ruham,"When to the car, by faith, I yoked the horses longing for the way-",आ यदश्वान्वनन्वतः श्रद्धयाहं रथे रुहम्,8-1-31,ā | yat | aśvān | vanan-vataḥ | śraddhayā | aham | rathe | ruham || uta | vāmasya | vasunaḥ | ciketati | yaḥ | asti | yādvaḥ | paśuḥ ||8.1.31||
8,1,31,b,8-1-31-B,uta vāmasya vasunaś ciketati yo asti yādvaḥ paśuḥ,"For skilled is Yadu's son in dealing precious wealth, he who is rich in herds of kine.",उत वामस्य वसुनश्चिकेतति यो अस्ति याद्वः पशुः ,8-1-31,ā | yat | aśvān | vanan-vataḥ | śraddhayā | aham | rathe | ruham || uta | vāmasya | vasunaḥ | ciketati | yaḥ | asti | yādvaḥ | paśuḥ ||8.1.31||
8,1,32,a,8-1-32-A,ya ṛjrā mahyam māmahe saha tvacā hiraṇyayā,"May he who gave me two brown steeds together with their cloths of gold,",य ऋज्रा मह्यं मामहे सह त्वचा हिरण्यया,8-1-32,yaḥ | r̥jrā | mahyam | mamahe | saha | tvacā | hiraṇyayā || eṣaḥ | viśvāni | abhi | astu | saubhagā | ā-saṅgasya | svanat-rathaḥ ||8.1.32||
8,1,32,b,8-1-32-B,eṣa viśvāny abhy astu saubhagāsaṅgasya svanadrathaḥ,"May he, Asanga's son Svanadratha, obtain all joy and high felicities.",एष विश्वान्यभ्यस्तु सौभगासङ्गस्य स्वनद्रथः ,8-1-32,yaḥ | r̥jrā | mahyam | mamahe | saha | tvacā | hiraṇyayā || eṣaḥ | viśvāni | abhi | astu | saubhagā | ā-saṅgasya | svanat-rathaḥ ||8.1.32||
