maṇḍala,sūkta,ṛca,paṅktī,index,IAST,Griffith,Devanāgarī,m-s-r,pada pāṭha
9,2,3,a,9-2-3-A,adhukṣata priyam madhu dhārā sutasya vedhasaḥ,"The well-loved meath was made to flow, the stream of the creative juice",अधुक्षत प्रियं मधु धारा सुतस्य वेधसः,9-2-3,adhukṣata | priyam | madhu | dhārā | sutasya | vedhasaḥ || apaḥ | vasiṣṭa | su-kratuḥ ||9.2.3||
9,2,3,b,9-2-3-B,apo vasiṣṭa sukratuḥ,ne Sage drew waters to himself.,अपो वसिष्ट सुक्रतुः ,9-2-3,adhukṣata | priyam | madhu | dhārā | sutasya | vedhasaḥ || apaḥ | vasiṣṭa | su-kratuḥ ||9.2.3||
9,2,4,a,9-2-4-A,mahāntaṁ tvā mahīr anv āpo arṣanti sindhavaḥ,"The mighty waters, yea, the floods accompany thee Mighty One,",महान्तं त्वा महीरन्वापो अर्षन्ति सिन्धवः,9-2-4,mahāntam | tvā | mahīḥ | anu | āpaḥ | arṣanti | sindhavaḥ || yat | gobhiḥ | vāsayiṣyase ||9.2.4||
9,2,4,b,9-2-4-B,yad gobhir vāsayiṣyase,When thou wilt clothe thee with the milk.,यद्गोभिर्वासयिष्यसे ,9-2-4,mahāntam | tvā | mahīḥ | anu | āpaḥ | arṣanti | sindhavaḥ || yat | gobhiḥ | vāsayiṣyase ||9.2.4||
9,2,5,a,9-2-5-A,samudro apsu māmṛje viṣṭambho dharuṇo divaḥ,"The lake is brightened in the floods. Soma, our Friend, heaven's prop and stay,",समुद्रो अप्सु मामृजे विष्टम्भो धरुणो दिवः,9-2-5,samudraḥ | ap-su | mamr̥je | viṣṭambhaḥ | dharuṇaḥ | divaḥ || somaḥ | pavitre | asma-yuḥ ||9.2.5||
9,2,5,b,9-2-5-B,somaḥ pavitre asmayuḥ,Falls on the purifying cloth.,सोमः पवित्रे अस्मयुः ,9-2-5,samudraḥ | ap-su | mamr̥je | viṣṭambhaḥ | dharuṇaḥ | divaḥ || somaḥ | pavitre | asma-yuḥ ||9.2.5||
9,2,6,a,9-2-6-A,acikradad vṛṣā harir mahān mitro na darśataḥ,"The tawny Bull hath bellowed, fair as mighty Mitra to behold:",अचिक्रदद्वृषा हरिर्महान्मित्रो न दर्शतः,9-2-6,acikradat | vr̥ṣā | hariḥ | mahān | mitraḥ | na | darśataḥ || sam | sūryeṇa | rocate ||9.2.6||
9,2,6,b,9-2-6-B,saṁ sūryeṇa rocate,He shines together with the Sun.,सं सूर्येण रोचते ,9-2-6,acikradat | vr̥ṣā | hariḥ | mahān | mitraḥ | na | darśataḥ || sam | sūryeṇa | rocate ||9.2.6||
9,2,7,a,9-2-7-A,giras ta inda ojasā marmṛjyante apasyuvaḥ,"Songs, Indu, active in their might are beautified for thee, wherewith",गिरस्त इन्द ओजसा मर्मृज्यन्ते अपस्युवः,9-2-7,giraḥ | te | indo iti | ojasā | marmr̥jyante | apasyuvaḥ || yābhiḥ | madāya | śumbhase ||9.2.7||
9,2,7,b,9-2-7-B,yābhir madāya śumbhase,Thou deckest thee for our delight.,याभिर्मदाय शुम्भसे ,9-2-7,giraḥ | te | indo iti | ojasā | marmr̥jyante | apasyuvaḥ || yābhiḥ | madāya | śumbhase ||9.2.7||
9,2,8,a,9-2-8-A,taṁ tvā madāya ghṛṣvaya u lokakṛtnum īmahe,"To thee who givest ample room we pray, to win the joyous draught:",तं त्वा मदाय घृष्वय उ लोककृत्नुमीमहे,9-2-8,tam | tvā | madāya | ghr̥ṣvaye | ūm̐ iti | loka-kr̥tnum | īmahe || tava | pra-śastayaḥ | mahīḥ ||9.2.8||
9,2,8,b,9-2-8-B,tava praśastayo mahīḥ,Great are the praise& due to thee.,तव प्रशस्तयो महीः ,9-2-8,tam | tvā | madāya | ghr̥ṣvaye | ūm̐ iti | loka-kr̥tnum | īmahe || tava | pra-śastayaḥ | mahīḥ ||9.2.8||
9,2,9,a,9-2-9-A,asmabhyam indav indrayur madhvaḥ pavasva dhārayā,"Indu as, Indra's Friend, on us pour with a stream of sweetness, like",अस्मभ्यमिन्दविन्द्रयुर्मध्वः पवस्व धारया,9-2-9,asmabhyam | indo iti | indra-yuḥ | madhvaḥ | pavasva | dhārayā || parjanyaḥ | vr̥ṣṭimān-iva ||9.2.9||
9,2,9,b,9-2-9-B,parjanyo vṛṣṭimām̐ iva,Parjanya sender of the rain.,पर्जन्यो वृष्टिमाँ इव ,9-2-9,asmabhyam | indo iti | indra-yuḥ | madhvaḥ | pavasva | dhārayā || parjanyaḥ | vr̥ṣṭimān-iva ||9.2.9||
9,2,10,a,9-2-10-A,goṣā indo nṛṣā asy aśvasā vājasā uta,"Winner of kine, Indu, art thou, winner of heroes, steeds, and strength",गोषा इन्दो नृषा अस्यश्वसा वाजसा उत,9-2-10,go-sāḥ | indo iti | nr̥-sāḥ | asi | aśva-sāḥ | vāja-sāḥ | uta || ātmā | yajñasya | pūrvyaḥ ||9.2.10||
9,2,10,b,9-2-10-B,ātmā yajñasya pūrvyaḥ,Primeval Soul of sacrifice.,आत्मा यज्ञस्य पूर्व्यः ,9-2-10,go-sāḥ | indo iti | nr̥-sāḥ | asi | aśva-sāḥ | vāja-sāḥ | uta || ātmā | yajñasya | pūrvyaḥ ||9.2.10||
9,3,1,a,9-3-1-A,eṣa devo amartyaḥ parṇavīr iva dīyati,"HERE present this Immortal God flies, like a bird upon her wings,",एष देवो अमर्त्यः पर्णवीरिव दीयति,9-3-1,eṣaḥ | devaḥ | amartyaḥ | parṇavīḥ-iva | dīyati || abhi | droṇāni | ā-sadam ||9.3.1||
9,3,1,b,9-3-1-B,abhi droṇāny āsadam,To settle in the vats of wood.,अभि द्रोणान्यासदम् ,9-3-1,eṣaḥ | devaḥ | amartyaḥ | parṇavīḥ-iva | dīyati || abhi | droṇāni | ā-sadam ||9.3.1||
9,3,2,a,9-3-2-A,eṣa devo vipā kṛto 'ti hvarāṁsi dhāvati,"This God, made ready with the hymn, runs swiftly through the winding ways,",एष देवो विपा कृतोऽति ह्वरांसि धावति,9-3-2,eṣaḥ | devaḥ | vipā | kr̥taḥ | ati | hvarāṁsi | dhāvati || pavamānaḥ | adābhyaḥ ||9.3.2||
9,3,2,b,9-3-2-B,pavamāno adābhyaḥ,Inviolable as he flows.,पवमानो अदाभ्यः ,9-3-2,eṣaḥ | devaḥ | vipā | kr̥taḥ | ati | hvarāṁsi | dhāvati || pavamānaḥ | adābhyaḥ ||9.3.2||
9,3,3,a,9-3-3-A,eṣa devo vipanyubhiḥ pavamāna ṛtāyubhiḥ,"This God while flowing is adorned, like a bay steed for war, by men",एष देवो विपन्युभिः पवमान ऋतायुभिः,9-3-3,eṣaḥ | devaḥ | vipanyu-bhiḥ | pavamānaḥ | r̥tayu-bhiḥ || hariḥ | vājāya | mr̥jyate ||9.3.3||
9,3,3,b,9-3-3-B,harir vājāya mṛjyate,Devout and skilled in holy songs.,हरिर्वाजाय मृज्यते ,9-3-3,eṣaḥ | devaḥ | vipanyu-bhiḥ | pavamānaḥ | r̥tayu-bhiḥ || hariḥ | vājāya | mr̥jyate ||9.3.3||
9,3,4,a,9-3-4-A,eṣa viśvāni vāryā śūro yann iva satvabhiḥ,"He, like a warrior going forth with heroes, as he flows along",एष विश्वानि वार्या शूरो यन्निव सत्वभिः,9-3-4,eṣaḥ | viśvāni | vāryā | śūraḥ | yan-iva | satva-bhiḥ || pavamānaḥ | sisāsati ||9.3.4||
9,3,4,b,9-3-4-B,pavamānaḥ siṣāsati,Is fain to win all precious boons.,पवमानः सिषासति ,9-3-4,eṣaḥ | viśvāni | vāryā | śūraḥ | yan-iva | satva-bhiḥ || pavamānaḥ | sisāsati ||9.3.4||
9,3,5,a,9-3-5-A,eṣa devo ratharyati pavamāno daśasyati,"This God, as he is flowing on, speeds like a car and gives his gifts:",एष देवो रथर्यति पवमानो दशस्यति,9-3-5,eṣaḥ | devaḥ | ratharyati | pavamānaḥ | daśasyati || āviḥ | kr̥ṇoti | vagvanum ||9.3.5||
9,3,5,b,9-3-5-B,āviṣ kṛṇoti vagvanum,He lets his voice be heard of all,आविष्कृणोति वग्वनुम् ,9-3-5,eṣaḥ | devaḥ | ratharyati | pavamānaḥ | daśasyati || āviḥ | kr̥ṇoti | vagvanum ||9.3.5||
9,3,6,a,9-3-6-A,eṣa viprair abhiṣṭuto 'po devo vi gāhate,"Praised by the sacred bards, this God dives into waters, and bestows",एष विप्रैरभिष्टुतोऽपो देवो वि गाहते,9-3-6,eṣaḥ | vipraiḥ | abhi-stutaḥ | apaḥ | devaḥ | vi | gāhate || dadhat | ratnāni | dāśuṣe ||9.3.6||
9,3,6,b,9-3-6-B,dadhad ratnāni dāśuṣe,Rich gifts upon the worshipper.,दधद्रत्नानि दाशुषे ,9-3-6,eṣaḥ | vipraiḥ | abhi-stutaḥ | apaḥ | devaḥ | vi | gāhate || dadhat | ratnāni | dāśuṣe ||9.3.6||
9,3,7,a,9-3-7-A,eṣa divaṁ vi dhāvati tiro rajāṁsi dhārayā,"Away he rushes with his stream, across the regions, into heaven,",एष दिवं वि धावति तिरो रजांसि धारया,9-3-7,eṣaḥ | divam | vi | dhāvati | tiraḥ | rajāṁsi | dhārayā || pavamānaḥ | kanikradat ||9.3.7||
9,3,7,b,9-3-7-B,pavamānaḥ kanikradat,And roars as he is flowing on.,पवमानः कनिक्रदत् ,9-3-7,eṣaḥ | divam | vi | dhāvati | tiraḥ | rajāṁsi | dhārayā || pavamānaḥ | kanikradat ||9.3.7||
9,3,8,a,9-3-8-A,eṣa divaṁ vy āsarat tiro rajāṁsy aspṛtaḥ,"While flowing, meet for sacrifice, he hath gone up to heaven across",एष दिवं व्यासरत्तिरो रजांस्यस्पृतः,9-3-8,eṣaḥ | divam | vi | ā | asarat | tiraḥ | rajāṁsi | aspr̥taḥ || pavamānaḥ | su-adhvaraḥ ||9.3.8||
9,3,8,b,9-3-8-B,pavamānaḥ svadhvaraḥ,"The regions, irresistible.",पवमानः स्वध्वरः ,9-3-8,eṣaḥ | divam | vi | ā | asarat | tiraḥ | rajāṁsi | aspr̥taḥ || pavamānaḥ | su-adhvaraḥ ||9.3.8||
9,3,9,a,9-3-9-A,eṣa pratnena janmanā devo devebhyaḥ sutaḥ,"After the 'way of ancient time, this God, pressed out for Deities,",एष प्रत्नेन जन्मना देवो देवेभ्यः सुतः,9-3-9,eṣaḥ | pratnena | janmanā | devaḥ | devebhyaḥ | sutaḥ || hariḥ | pavitre | arṣati ||9.3.9||
9,3,9,b,9-3-9-B,hariḥ pavitre arṣati,Flows tawny to the straining-cloth.,हरिः पवित्रे अर्षति ,9-3-9,eṣaḥ | pratnena | janmanā | devaḥ | devebhyaḥ | sutaḥ || hariḥ | pavitre | arṣati ||9.3.9||
9,3,10,a,9-3-10-A,eṣa u sya puruvrato jajñāno janayann iṣaḥ,"This Lord of many Holy Laws, even at his birth engendering strength,",एष उ स्य पुरुव्रतो जज्ञानो जनयन्निषः,9-3-10,eṣaḥ | ūm̐ iti | syaḥ | puru-vrataḥ | jajñānaḥ | janayan | iṣaḥ || dhārayā | pavate | sutaḥ ||9.3.10||
9,3,10,b,9-3-10-B,dhārayā pavate sutaḥ,"Effused, flows onward in a stream.",धारया पवते सुतः ,9-3-10,eṣaḥ | ūm̐ iti | syaḥ | puru-vrataḥ | jajñānaḥ | janayan | iṣaḥ || dhārayā | pavate | sutaḥ ||9.3.10||
9,4,1,a,9-4-1-A,sanā ca soma jeṣi ca pavamāna mahi śravaḥ,"O Soma flowing on thy way, win thou and conquer high renown;",सना च सोम जेषि च पवमान महि श्रवः,9-4-1,sana | ca | soma | jeṣi | ca | pavamāna | mahi | śravaḥ || atha | naḥ | vasyasaḥ | kr̥dhi ||9.4.1||
9,4,1,b,9-4-1-B,athā no vasyasas kṛdhi,And make us better than we are.,अथा नो वस्यसस्कृधि ,9-4-1,sana | ca | soma | jeṣi | ca | pavamāna | mahi | śravaḥ || atha | naḥ | vasyasaḥ | kr̥dhi ||9.4.1||
9,4,2,a,9-4-2-A,sanā jyotiḥ sanā svar viśvā ca soma saubhagā,"Win thou the light, win heavenly light, and, Soma, all felicities;",सना ज्योतिः सना स्वर्विश्वा च सोम सौभगा,9-4-2,sana | jyotiḥ | sana | svaḥ | viśvā | ca | soma | saubhagā || atha | naḥ | vasyasaḥ | kr̥dhi ||9.4.2||
9,4,2,b,9-4-2-B,athā no vasyasas kṛdhi,And make us better than we are.,अथा नो वस्यसस्कृधि ,9-4-2,sana | jyotiḥ | sana | svaḥ | viśvā | ca | soma | saubhagā || atha | naḥ | vasyasaḥ | kr̥dhi ||9.4.2||
9,4,3,a,9-4-3-A,sanā dakṣam uta kratum apa soma mṛdho jahi,"Win skilful strength and mental power. O Soma, drive away our foes;",सना दक्षमुत क्रतुमप सोम मृधो जहि,9-4-3,sanā | dakṣam | uta | kratum | apa | soma | mr̥dhaḥ | jahi || atha | naḥ | vasyasaḥ | kr̥dhi ||9.4.3||
9,4,3,b,9-4-3-B,athā no vasyasas kṛdhi,And make us better than we are.,अथा नो वस्यसस्कृधि ,9-4-3,sanā | dakṣam | uta | kratum | apa | soma | mr̥dhaḥ | jahi || atha | naḥ | vasyasaḥ | kr̥dhi ||9.4.3||
9,4,4,a,9-4-4-A,pavītāraḥ punītana somam indrāya pātave,"Ye purifiers, purify Soma for Indra, for his drink:",पवीतारः पुनीतन सोममिन्द्राय पातवे,9-4-4,pavitāraḥ | punītana | somam | indrāya | pātave || atha | naḥ | vasyasaḥ | kr̥dhi ||9.4.4||
9,4,4,b,9-4-4-B,athā no vasyasas kṛdhi,Make thou us better than we are.,अथा नो वस्यसस्कृधि ,9-4-4,pavitāraḥ | punītana | somam | indrāya | pātave || atha | naḥ | vasyasaḥ | kr̥dhi ||9.4.4||
9,4,5,a,9-4-5-A,tvaṁ sūrye na ā bhaja tava kratvā tavotibhiḥ,Give us our portion in the Sun through thine own mental power and aids;,त्वं सूर्ये न आ भज तव क्रत्वा तवोतिभिः,9-4-5,tvam | sūrye | naḥ | ā | bhaja | tava | kratvā | tava | ūti-bhiḥ || atha | naḥ | vasyasaḥ | kr̥dhi ||9.4.5||
9,4,5,b,9-4-5-B,athā no vasyasas kṛdhi,And make us better than we are.,अथा नो वस्यसस्कृधि ,9-4-5,tvam | sūrye | naḥ | ā | bhaja | tava | kratvā | tava | ūti-bhiḥ || atha | naḥ | vasyasaḥ | kr̥dhi ||9.4.5||
9,4,6,a,9-4-6-A,tava kratvā tavotibhir jyok paśyema sūryam,Through thine own mental power and aid long may we look upon the Sun;,तव क्रत्वा तवोतिभिर्ज्योक्पश्येम सूर्यम्,9-4-6,tava | kratvā | tava | ūti-bhiḥ | jyok | paśyema | sūryam || atha | naḥ | vasyasaḥ | kr̥dhi ||9.4.6||
9,4,6,b,9-4-6-B,athā no vasyasas kṛdhi,Make thou us better than we are.,अथा नो वस्यसस्कृधि ,9-4-6,tava | kratvā | tava | ūti-bhiḥ | jyok | paśyema | sūryam || atha | naḥ | vasyasaḥ | kr̥dhi ||9.4.6||
9,4,7,a,9-4-7-A,abhy arṣa svāyudha soma dvibarhasaṁ rayim,"Well-weaponed Soma, pour to usa stream of riches doubly great;",अभ्यर्ष स्वायुध सोम द्विबर्हसं रयिम्,9-4-7,abhi | arṣa | su-āyudha | soma | dvi-barhasam | rayim || atha | naḥ | vasyasaḥ | kr̥dhi ||9.4.7||
9,4,7,b,9-4-7-B,athā no vasyasas kṛdhi,And make us better than we are.,अथा नो वस्यसस्कृधि ,9-4-7,abhi | arṣa | su-āyudha | soma | dvi-barhasam | rayim || atha | naḥ | vasyasaḥ | kr̥dhi ||9.4.7||
9,4,8,a,9-4-8-A,abhy arṣānapacyuto rayiṁ samatsu sāsahiḥ,As one victorious unsubdued in battle pour forth wealth to us;,अभ्यर्षानपच्युतो रयिं समत्सु सासहिः,9-4-8,abhi | arṣa | anapa-cyutaḥ | rayim | samat-su | sasahiḥ || atha | naḥ | vasyasaḥ | kr̥dhi ||9.4.8||
9,4,8,b,9-4-8-B,athā no vasyasas kṛdhi,And make us better than we are.,अथा नो वस्यसस्कृधि ,9-4-8,abhi | arṣa | anapa-cyutaḥ | rayim | samat-su | sasahiḥ || atha | naḥ | vasyasaḥ | kr̥dhi ||9.4.8||
9,4,9,a,9-4-9-A,tvāṁ yajñair avīvṛdhan pavamāna vidharmaṇi,"By worship, Pavamana! men have strengthened thee to prop the Law:",त्वां यज्ञैरवीवृधन्पवमान विधर्मणि,9-4-9,tvām | yajñaiḥ | avīvr̥dhan | pavamāna | vi-dharmaṇi || atha | naḥ | vasyasaḥ | kr̥dhi ||9.4.9||
9,4,9,b,9-4-9-B,athā no vasyasas kṛdhi,Make thou us better than we are.,अथा नो वस्यसस्कृधि ,9-4-9,tvām | yajñaiḥ | avīvr̥dhan | pavamāna | vi-dharmaṇi || atha | naḥ | vasyasaḥ | kr̥dhi ||9.4.9||
9,4,10,a,9-4-10-A,rayiṁ naś citram aśvinam indo viśvāyum ā bhara,"O Indu, bring us wealth in steeds, manifold. quickening all life;",रयिं नश्चित्रमश्विनमिन्दो विश्वायुमा भर,9-4-10,rayim | naḥ | citram | aśvinam | indo iti | viśva-āyum | ā | bhara || atha | naḥ | vasyasaḥ | kr̥dhi ||9.4.10||
9,4,10,b,9-4-10-B,athā no vasyasas kṛdhi,And mate us better than we are.,अथा नो वस्यसस्कृधि ,9-4-10,rayim | naḥ | citram | aśvinam | indo iti | viśva-āyum | ā | bhara || atha | naḥ | vasyasaḥ | kr̥dhi ||9.4.10||
9,5,1,a,9-5-1-A,samiddho viśvatas patiḥ pavamāno vi rājati,"ENKINDLED, Pavamana, Lord, sends forth his light on, every side",समिद्धो विश्वतस्पतिः पवमानो वि राजति,9-5-1,sam-iddhaḥ | viśvataḥ | patiḥ | pavamānaḥ | vi | rājati || prīṇan | vr̥ṣā | kanikradat ||9.5.1||
9,5,1,b,9-5-1-B,prīṇan vṛṣā kanikradat,"In friendly show, the bellowing Bull.",प्रीणन्वृषा कनिक्रदत् ,9-5-1,sam-iddhaḥ | viśvataḥ | patiḥ | pavamānaḥ | vi | rājati || prīṇan | vr̥ṣā | kanikradat ||9.5.1||
9,5,2,a,9-5-2-A,tanūnapāt pavamānaḥ śṛṅge śiśāno arṣati,"He, Pavamana, Self-produced, speeds onward sharpening his horns:",तनूनपात्पवमानः शृङ्गे शिशानो अर्षति,9-5-2,tanū-napāt | pavamānaḥ | śr̥ṅge iti | śiśānaḥ | arṣati || antarikṣeṇa | rārajat ||9.5.2||
9,5,2,b,9-5-2-B,antarikṣeṇa rārajat,He glitters through the firmament.,अन्तरिक्षेण रारजत् ,9-5-2,tanū-napāt | pavamānaḥ | śr̥ṅge iti | śiśānaḥ | arṣati || antarikṣeṇa | rārajat ||9.5.2||
9,5,3,a,9-5-3-A,īḻenyaḥ pavamāno rayir vi rājati dyumān,"Brilliant like wealth, adorable, with splendour Pavamana shines,",ईळेन्यः पवमानो रयिर्वि राजति द्युमान्,9-5-3,īḷenyaḥ | pavamānaḥ | rayiḥ | vi | rājati | dyu-mān || madhoḥ | dhārābhiḥ | ojasā ||9.5.3||
9,5,3,b,9-5-3-B,madhor dhārābhir ojasā,Mightily with the streams of meath.,मधोर्धाराभिरोजसा ,9-5-3,īḷenyaḥ | pavamānaḥ | rayiḥ | vi | rājati | dyu-mān || madhoḥ | dhārābhiḥ | ojasā ||9.5.3||
9,5,4,a,9-5-4-A,barhiḥ prācīnam ojasā pavamānaḥ stṛṇan hariḥ,"The tawny Pavamana, who strews from of old the grass with might,",बर्हिः प्राचीनमोजसा पवमानः स्तृणन्हरिः,9-5-4,barhiḥ | prācīnam | ojasā | pavamānaḥ | str̥ṇan | hariḥ || deveṣu | devaḥ | īyate ||9.5.4||
9,5,4,b,9-5-4-B,deveṣu deva īyate,"Is worshipped, God amid the Gods.",देवेषु देव ईयते ,9-5-4,barhiḥ | prācīnam | ojasā | pavamānaḥ | str̥ṇan | hariḥ || deveṣu | devaḥ | īyate ||9.5.4||
