maṇḍala,sūkta,ṛca,paṅktī,index,IAST,Griffith,Devanāgarī,m-s-r,pada pāṭha
2,1,11,A,2-1-11-A,tvam agne aditir deva dāśuṣe tvaṁ hotrā bhāratī vardhase girā,"Thou, God, art Aditi to him who offers gifts: thou, Hotri, Bharati, art strengthened by the song.",त्वमग्ने अदितिर्देव दाशुषे त्वं होत्रा भारती वर्धसे गिरा,2-1-11,tvam | agne | aditiḥ | deva | dāśuṣe | tvam | hotrā | bhāratī | vardhase | girā || tvam | iḷā | śata-himā | asi | dakṣase | tvam | vr̥tra-hā | vasu-pate | sarasvatī ||2.1.11||
2,1,11,B,2-1-11-B,tvam iḻā śatahimāsi dakṣase tvaṁ vṛtrahā vasupate sarasvatī,"Thou art the hundred-wintered Ila to give strength, Lord of Wealth! Vrtra-slayer and Sarasvati.",त्वमिळा शतहिमासि दक्षसे त्वं वृत्रहा वसुपते सरस्वती,2-1-11,tvam | agne | aditiḥ | deva | dāśuṣe | tvam | hotrā | bhāratī | vardhase | girā || tvam | iḷā | śata-himā | asi | dakṣase | tvam | vr̥tra-hā | vasu-pate | sarasvatī ||2.1.11||
2,1,12,A,2-1-12-A,tvam agne subhṛta uttamaṁ vayas tava spārhe varṇa ā saṁdṛśi śriyaḥ,"Thou, Agni, cherished well, art highest vital power; in thy delightful hue are glories visible.",त्वमग्ने सुभृत उत्तमं वयस्तव स्पार्हे वर्ण आ संदृशि श्रियः,2-1-12,tvam | agne | su-bhr̥taḥ | ut-tamam | vayaḥ | tava | spārhe | varṇe | ā | sam-dr̥śi | śriyaḥ || tvam | vājaḥ | pra-taraṇaḥ | br̥han | asi | tvam | rayiḥ | bahulaḥ | viśvataḥ | pr̥thuḥ ||2.1.12||
2,1,12,B,2-1-12-B,tvaṁ vājaḥ prataraṇo bṛhann asi tvaṁ rayir bahulo viśvatas pṛthuḥ,"Thou art the lofty might that furthers each design: thou art wealth manifold, diffused on every side.",त्वं वाजः प्रतरणो बृहन्नसि त्वं रयिर्बहुलो विश्वतस्पृथुः,2-1-12,tvam | agne | su-bhr̥taḥ | ut-tamam | vayaḥ | tava | spārhe | varṇe | ā | sam-dr̥śi | śriyaḥ || tvam | vājaḥ | pra-taraṇaḥ | br̥han | asi | tvam | rayiḥ | bahulaḥ | viśvataḥ | pr̥thuḥ ||2.1.12||
2,1,13,A,2-1-13-A,tvām agna ādityāsa āsyaṁ tvāṁ jihvāṁ śucayaś cakrire kave,"Thee, Agni, have the Adityas taken as their mouth; the Bright Ones have made thee, O Sage, to be their tongue.",त्वामग्न आदित्यास आस्यं त्वां जिह्वां शुचयश्चक्रिरे कवे,2-1-13,tvām | agne | ādityāsaḥ | āsyam | tvām | jihvām | śucayaḥ | cakrire | kave || tvām | rāti-sācaḥ | adhvareṣu | saścire | tve iti | devāḥ | haviḥ | adanti | ā-hutam ||2.1.13||
2,1,13,B,2-1-13-B,tvāṁ rātiṣāco adhvareṣu saścire tve devā havir adanty āhutam,They who love offerings cling to thee at solemn rites: by thee the Gods devour the duly offered food.,त्वां रातिषाचो अध्वरेषु सश्चिरे त्वे देवा हविरदन्त्याहुतम्,2-1-13,tvām | agne | ādityāsaḥ | āsyam | tvām | jihvām | śucayaḥ | cakrire | kave || tvām | rāti-sācaḥ | adhvareṣu | saścire | tve iti | devāḥ | haviḥ | adanti | ā-hutam ||2.1.13||
2,1,14,A,2-1-14-A,tve agne viśve amṛtāso adruha āsā devā havir adanty āhutam,"By thee, O Agni, all the Immortal guileless Gods cat with thy mouth the oblation that is offered them.",त्वे अग्ने विश्वे अमृतासो अद्रुह आसा देवा हविरदन्त्याहुतम्,2-1-14,tve iti | agne | viśve | amr̥tāsaḥ | adruhaḥ | āsā | devāḥ | haviḥ | adanti | ā-hutam || tvayā | martāsaḥ | svadante | ā-sutim | tvam | garbhaḥ | vīrudhām | jajñiṣe | śuciḥ ||2.1.14||
2,1,14,B,2-1-14-B,tvayā martāsaḥ svadanta āsutiṁ tvaṁ garbho vīrudhāṁ jajñiṣe śuciḥ,"By thee do mortal men give sweetness to their drink. Bright art thou born, the embryo of the plants of earth.",त्वया मर्तासः स्वदन्त आसुतिं त्वं गर्भो वीरुधां जज्ञिषे शुचिः,2-1-14,tve iti | agne | viśve | amr̥tāsaḥ | adruhaḥ | āsā | devāḥ | haviḥ | adanti | ā-hutam || tvayā | martāsaḥ | svadante | ā-sutim | tvam | garbhaḥ | vīrudhām | jajñiṣe | śuciḥ ||2.1.14||
2,1,15,A,2-1-15-A,tvaṁ tān saṁ ca prati cāsi majmanāgne sujāta pra ca deva ricyase,"With these thou art united, Agni; yea thou, God of noble birth, surpassest them in majesty,",त्वं तान्सं च प्रति चासि मज्मनाग्ने सुजात प्र च देव रिच्यसे,2-1-15,tvam | tān | sam | ca | prati | ca | asi | majmanā | agne | su-jāta | pra | ca | deva | ricyase || pr̥kṣaḥ | yat | atra | mahinā | vi | te | bhuvat | anu | dyāvāpr̥thivī iti | rodasī iti | ubhe iti ||2.1.15||
2,1,15,B,2-1-15-B,pṛkṣo yad atra mahinā vi te bhuvad anu dyāvāpṛthivī rodasī ubhe,"Which, through the power of good, here spreads abroad from thee, diffused through both the worlds, throughout the earth and heaven.",पृक्षो यदत्र महिना वि ते भुवदनु द्यावापृथिवी रोदसी उभे,2-1-15,tvam | tān | sam | ca | prati | ca | asi | majmanā | agne | su-jāta | pra | ca | deva | ricyase || pr̥kṣaḥ | yat | atra | mahinā | vi | te | bhuvat | anu | dyāvāpr̥thivī iti | rodasī iti | ubhe iti ||2.1.15||
2,1,16,A,2-1-16-A,ye stotṛbhyo goagrām aśvapeśasam agne rātim upasṛjanti sūrayaḥ,"The princely worshippers who send to those who sing thy praise, O Agni, guerdon graced with kine and steeds,-",ये स्तोतृभ्यो गोअग्रामश्वपेशसमग्ने रातिमुपसृजन्ति सूरयः,2-1-16,ye | stotr̥-bhyaḥ | go-agrām | aśva-peśasam | agne | rātim | upa-sr̥janti | sūrayaḥ || asmān | ca | tān | ca | pra | hi | neṣi | vasyaḥ | ā | br̥hat | vadema | vidathe | su-vīrāḥ ||2.1.16||
2,1,16,B,2-1-16-B,asmāñ ca tām̐ś ca pra hi neṣi vasya ā bṛhad vadema vidathe suvīrāḥ,Lead thou both these and us forward to higher bliss. With brave men in the assembly may we speak aloud.,अस्माञ्च ताँश्च प्र हि नेषि वस्य आ बृहद्वदेम विदथे सुवीराः,2-1-16,ye | stotr̥-bhyaḥ | go-agrām | aśva-peśasam | agne | rātim | upa-sr̥janti | sūrayaḥ || asmān | ca | tān | ca | pra | hi | neṣi | vasyaḥ | ā | br̥hat | vadema | vidathe | su-vīrāḥ ||2.1.16||
2,2,1,A,2-2-1-A,yajñena vardhata jātavedasam agniṁ yajadhvaṁ haviṣā tanā girā,"WITH sacrifice exalt Agni who knows all life; worship him 'with oblation and the song of praise,",यज्ञेन वर्धत जातवेदसमग्निं यजध्वं हविषा तना गिरा,2-2-1,yajñena | vardhata | jāta-vedasam | agnim | yajadhvam | haviṣā | tanā | girā || sam-idhānam | su-prayasam | svaḥ-naram | dyukṣam | hotāram | vr̥janeṣu | dhūḥ-sadam ||2.2.1||
2,2,1,B,2-2-1-B,samidhānaṁ suprayasaṁ svarṇaraṁ dyukṣaṁ hotāraṁ vṛjaneṣu dhūrṣadam,"Well kindled, nobly fed; heaven's Lord, Celestial Priest, who labours at the pole where deeds of might are done.",समिधानं सुप्रयसं स्वर्णरं द्युक्षं होतारं वृजनेषु धूर्षदम्,2-2-1,yajñena | vardhata | jāta-vedasam | agnim | yajadhvam | haviṣā | tanā | girā || sam-idhānam | su-prayasam | svaḥ-naram | dyukṣam | hotāram | vr̥janeṣu | dhūḥ-sadam ||2.2.1||
2,2,2,A,2-2-2-A,abhi tvā naktīr uṣaso vavāśire 'gne vatsaṁ na svasareṣu dhenavaḥ,"At night and morning, Agni, have they called to thee, like milch-kine in their stalls lowing to meet their young.",अभि त्वा नक्तीरुषसो ववाशिरेऽग्ने वत्सं न स्वसरेषु धेनवः,2-2-2,abhi | tvā | naktīḥ | uṣasaḥ | vavāśire | agne | vatsam | na | svasareṣu | dhenavaḥ || divaḥ-iva | it | aratiḥ | mānuṣā | yugā | ā | kṣapaḥ | bhāsi | puru-vāra | sam-yataḥ ||2.2.2||
2,2,2,B,2-2-2-B,diva ived aratir mānuṣā yugā kṣapo bhāsi puruvāra saṁyataḥ,As messenger of heaven thou lightest all night long the families of men. Thou Lord of precious boons.,दिव इवेदरतिर्मानुषा युगा क्षपो भासि पुरुवार संयतः,2-2-2,abhi | tvā | naktīḥ | uṣasaḥ | vavāśire | agne | vatsam | na | svasareṣu | dhenavaḥ || divaḥ-iva | it | aratiḥ | mānuṣā | yugā | ā | kṣapaḥ | bhāsi | puru-vāra | sam-yataḥ ||2.2.2||
2,2,3,A,2-2-3-A,taṁ devā budhne rajasaḥ sudaṁsasaṁ divaspṛthivyor aratiṁ ny erire,"Him have the Gods established at the region's base, doer of wondrous deeds, Herald of heaven and earth;",तं देवा बुध्ने रजसः सुदंससं दिवस्पृथिव्योररतिं न्येरिरे,2-2-3,taṁ | devāḥ | budhne | rajasaḥ | su-daṁsasam | divaḥpr̥thivyoḥ | aratim | ni | erire || ratham-iva | vedyam | śukra-śociṣam | agnim | mitram | na | kṣitiṣu | pra-śaṁsyam ||2.2.3||
2,2,3,B,2-2-3-B,ratham iva vedyaṁ śukraśociṣam agnim mitraṁ na kṣitiṣu praśaṁsyam,"Like a most famous car, Agni the purely bright, like Mitra. to be glorified among the folk.",रथमिव वेद्यं शुक्रशोचिषमग्निं मित्रं न क्षितिषु प्रशंस्यम्,2-2-3,taṁ | devāḥ | budhne | rajasaḥ | su-daṁsasam | divaḥpr̥thivyoḥ | aratim | ni | erire || ratham-iva | vedyam | śukra-śociṣam | agnim | mitram | na | kṣitiṣu | pra-śaṁsyam ||2.2.3||
2,2,4,A,2-2-4-A,tam ukṣamāṇaṁ rajasi sva ā dame candram iva surucaṁ hvāra ā dadhuḥ,"Him have they set in his own dwelling, in the vault, like the Moon waxing, fulgent, in the realm of air.",तमुक्षमाणं रजसि स्व आ दमे चन्द्रमिव सुरुचं ह्वार आ दधुः,2-2-4,tam | ukṣamāṇam | rajasi | sve | ā | dame | candram-iva | su-rucam | hvāre | ā | dadhuḥ || pr̥śnyāḥ | pataram | citayantam | akṣa-bhiḥ | pāthaḥ | na | pāyum | janasī iti | ubhe iti | anu ||2.2.4||
2,2,4,B,2-2-4-B,pṛśnyāḥ pataraṁ citayantam akṣabhiḥ pātho na pāyuṁ janasī ubhe anu,"Bird of the firmament, observant with his eyes, guard of the place as 'twere, looking to Gods and men.",पृश्न्याः पतरं चितयन्तमक्षभिः पाथो न पायुं जनसी उभे अनु,2-2-4,tam | ukṣamāṇam | rajasi | sve | ā | dame | candram-iva | su-rucam | hvāre | ā | dadhuḥ || pr̥śnyāḥ | pataram | citayantam | akṣa-bhiḥ | pāthaḥ | na | pāyum | janasī iti | ubhe iti | anu ||2.2.4||
2,2,5,A,2-2-5-A,sa hotā viśvam pari bhūtv adhvaraṁ tam u havyair manuṣa ṛñjate girā,May he as Priest encompass all the sacrifice. men throng to him with offerings and with hymns of praise.,स होता विश्वं परि भूत्वध्वरं तमु हव्यैर्मनुष ऋञ्जते गिरा,2-2-5,saḥ | hotā | viśvam | pari | bhūtu | adhvaram | tam | ūm̐ iti | havyaiḥ | manuṣaḥ | r̥ñjate | girā || hiri-śipraḥ | vr̥dhasānāsu | jarbhurat | dyauḥ | na | str̥-bhiḥ | citayat | rodasī iti | anu ||2.2.5||
2,2,5,B,2-2-5-B,hiriśipro vṛdhasānāsu jarbhurad dyaur na stṛbhiś citayad rodasī anu,"Raging with jaws of gold among the growing plants, like heaven with all the stars, he quickens earth and sky.",हिरिशिप्रो वृधसानासु जर्भुरद्द्यौर्न स्तृभिश्चितयद्रोदसी अनु,2-2-5,saḥ | hotā | viśvam | pari | bhūtu | adhvaram | tam | ūm̐ iti | havyaiḥ | manuṣaḥ | r̥ñjate | girā || hiri-śipraḥ | vr̥dhasānāsu | jarbhurat | dyauḥ | na | str̥-bhiḥ | citayat | rodasī iti | anu ||2.2.5||
2,2,6,A,2-2-6-A,sa no revat samidhānaḥ svastaye saṁdadasvān rayim asmāsu dīdihi,"Such as thou art, brilliantly kindled for our weal, a liberal giver, send us riches in thy shine,",स नो रेवत्समिधानः स्वस्तये संददस्वान्रयिमस्मासु दीदिहि,2-2-6,saḥ | naḥ | revat | sam-idhānaḥ | svastaye | sam-dadasvān | rayim | asmāsu | dīdihi || ā | naḥ | kr̥ṇuṣva | suvitāya | rodasī iti | agne | havyā | manuṣaḥ | deva | vītaye ||2.2.6||
2,2,6,B,2-2-6-B,ā naḥ kṛṇuṣva suvitāya rodasī agne havyā manuṣo deva vītaye,"For our advantage, Agni, God, bring Heaven and Earth hither that they may taste oblation brought by man.",आ नः कृणुष्व सुविताय रोदसी अग्ने हव्या मनुषो देव वीतये,2-2-6,saḥ | naḥ | revat | sam-idhānaḥ | svastaye | sam-dadasvān | rayim | asmāsu | dīdihi || ā | naḥ | kr̥ṇuṣva | suvitāya | rodasī iti | agne | havyā | manuṣaḥ | deva | vītaye ||2.2.6||
2,2,7,A,2-2-7-A,dā no agne bṛhato dāḥ sahasriṇo duro na vājaṁ śrutyā apā vṛdhi,"Agni, give us great wealth, give riches thousandfold. unclose to us, like doors, strength that shall bring renown.",दा नो अग्ने बृहतो दाः सहस्रिणो दुरो न वाजं श्रुत्या अपा वृधि,2-2-7,dāḥ | naḥ | agne | br̥hataḥ | dāḥ | sahasriṇaḥ | duraḥ | na | vājam | śrutyai | apa | vr̥dhi || prācī iti | dyāvāpr̥thivī iti | brahmaṇā | kr̥dhi | svaḥ | na | śukram | uṣasaḥ | vi | didyutaḥ ||2.2.7||
2,2,7,B,2-2-7-B,prācī dyāvāpṛthivī brahmaṇā kṛdhi svar ṇa śukram uṣaso vi didyutaḥ,"Make Heaven and Earth propitious through the power of prayer, and like the sky's bright sheen let mornings beam on us.",प्राची द्यावापृथिवी ब्रह्मणा कृधि स्वर्ण शुक्रमुषसो वि दिद्युतः,2-2-7,dāḥ | naḥ | agne | br̥hataḥ | dāḥ | sahasriṇaḥ | duraḥ | na | vājam | śrutyai | apa | vr̥dhi || prācī iti | dyāvāpr̥thivī iti | brahmaṇā | kr̥dhi | svaḥ | na | śukram | uṣasaḥ | vi | didyutaḥ ||2.2.7||
2,2,8,A,2-2-8-A,sa idhāna uṣaso rāmyā anu svar ṇa dīded aruṣeṇa bhānunā,"Enkindled night by night at every morning's dawn, may he shine forth with red flame like the realm of light,-",स इधान उषसो राम्या अनु स्वर्ण दीदेदरुषेण भानुना,2-2-8,saḥ | idhānaḥ | uṣasaḥ | rāmyāḥ | anu | svaḥ | na | dīdet | aruṣeṇa | bhānunā || hotrābhiḥ | agniḥ | manuṣaḥ | su-adhvaraḥ | rājā | viśām | atithiḥ | cāruḥ | āyave ||2.2.8||
2,2,8,B,2-2-8-B,hotrābhir agnir manuṣaḥ svadhvaro rājā viśām atithiś cārur āyave,"Agni adored in beauteous rites with lauds of men, fair guest of living man and King of all our folk.",होत्राभिरग्निर्मनुषः स्वध्वरो राजा विशामतिथिश्चारुरायवे,2-2-8,saḥ | idhānaḥ | uṣasaḥ | rāmyāḥ | anu | svaḥ | na | dīdet | aruṣeṇa | bhānunā || hotrābhiḥ | agniḥ | manuṣaḥ | su-adhvaraḥ | rājā | viśām | atithiḥ | cāruḥ | āyave ||2.2.8||
2,2,9,A,2-2-9-A,evā no agne amṛteṣu pūrvya dhīṣ pīpāya bṛhaddiveṣu mānuṣā,"Song chanted by us men, O Agni, Ancient One, has swelled unto the deathless Gods in lofty heaven-",एवा नो अग्ने अमृतेषु पूर्व्य धीष्पीपाय बृहद्दिवेषु मानुषा,2-2-9,eva | naḥ | agne | amr̥teṣu | pūrvya | dhīḥ | pīpāya | br̥hat-diveṣu | mānuṣā || duhānā | dhenuḥ | vr̥janeṣu | kārave | tmanā | śatinam | puru-rūpam | iṣaṇi ||2.2.9||
